,ID,test,body,color,fuel,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,vehicle_title,price,model,generation,restyling,age,mileage_per_day
615,avto5709,0,внедорожник,чёрный,дизель,5,2019,автоматическая,2.0,190,14000,полный,Левый,Не требует ремонта,1,Оригинал,2650000,X2,1,0,1,38.35616438356164
616,avto5785,0,внедорожник,белый,дизель,5,2019,автоматическая,2.0,190,14000,полный,Левый,Не требует ремонта,1,Оригинал,2750000,X3,3,0,1,38.35616438356164
617,avto5915,0,внедорожник,цветной,дизель,5,2019,автоматическая,2.0,190,10000,полный,Левый,Не требует ремонта,1,Оригинал,3000000,X3,3,0,1,27.397260273972602
618,avto5923,0,внедорожник,чёрный,дизель,5,2019,автоматическая,2.0,190,19000,полный,Левый,Не требует ремонта,1,Оригинал,3000000,X3,3,0,1,52.054794520547944
619,avto5930,0,внедорожник,цветной,дизель,5,2019,автоматическая,2.0,190,10000,полный,Левый,Не требует ремонта,1,Оригинал,3000000,X3,3,0,1,27.397260273972602
620,avto5934,0,внедорожник,серый,дизель,5,2019,автоматическая,2.0,190,16000,полный,Левый,Не требует ремонта,1,Оригинал,3025000,X3,3,0,1,43.83561643835616
621,avto5978,0,внедорожник,серый,дизель,5,2019,автоматическая,2.0,190,19446,полный,Левый,Не требует ремонта,1,Оригинал,3149000,X3,3,0,1,53.276712328767125
622,avto5805,0,лифтбек,белый,дизель,5,2019,автоматическая,2.0,190,23928,полный,Левый,Не требует ремонта,1,Оригинал,2799000,4 серия,0,1,1,65.55616438356165
623,avto5907,0,лифтбек,цветной,дизель,5,2019,автоматическая,2.0,190,16450,полный,Левый,Не требует ремонта,1,Оригинал,2999999,6 серия,4,0,1,45.06849315068493
624,avto6027,0,лифтбек,чёрный,дизель,5,2019,автоматическая,2.0,190,3109,полный,Левый,Не требует ремонта,1,Оригинал,3250000,6 серия,4,0,1,8.517808219178082
625,avto6089,0,лифтбек,белый,дизель,5,2019,автоматическая,2.0,190,5000,полный,Левый,Не требует ремонта,1,Оригинал,3350000,6 серия,4,0,1,13.698630136986301
626,avto6124,0,лифтбек,белый,дизель,5,2019,автоматическая,2.0,190,16484,полный,Левый,Не требует ремонта,1,Оригинал,3399000,6 серия,4,0,1,45.16164383561644
627,avto6244,0,лифтбек,чёрный,дизель,5,2019,автоматическая,2.0,190,1628,полный,Левый,Не требует ремонта,1,Оригинал,3900000,6 серия,4,0,1,4.46027397260274
628,avto6029,0,внедорожник,белый,дизель,5,2019,автоматическая,2.0,190,11000,полный,Левый,Не требует ремонта,1,Оригинал,3250000,X4,2,0,1,30.136986301369863
629,avto6041,0,внедорожник,серый,дизель,5,2019,автоматическая,2.0,190,6090,полный,Левый,Не требует ремонта,1,Оригинал,3270000,X4,2,0,1,16.684931506849313
630,avto6071,0,внедорожник,серый,дизель,5,2019,автоматическая,2.0,190,15500,полный,Левый,Не требует ремонта,1,Оригинал,3300000,X4,2,0,1,42.465753424657535
631,avto6108,0,внедорожник,серебристый,дизель,5,2019,автоматическая,2.0,190,1381,полный,Левый,Не требует ремонта,1,Оригинал,3449000,X4,2,0,1,3.7835616438356166
632,avto6118,0,внедорожник,чёрный,дизель,5,2019,автоматическая,2.0,190,15584,полный,Левый,Не требует ремонта,1,Оригинал,3482997,X4,2,0,1,42.6958904109589
633,avto6119,0,внедорожник,белый,дизель,5,2019,автоматическая,2.0,190,150,полный,Левый,Не требует ремонта,1,Оригинал,3482997,X4,2,0,1,0.410958904109589
634,avto6120,0,внедорожник,цветной,дизель,5,2019,автоматическая,2.0,190,2016,полный,Левый,Не требует ремонта,1,Оригинал,3482997,X4,2,0,1,5.523287671232877
635,avto6123,0,внедорожник,серый,дизель,5,2019,автоматическая,2.0,190,1434,полный,Левый,Не требует ремонта,1,Оригинал,3499000,X4,2,0,1,3.9287671232876713
636,avto5892,0,седан,чёрный,дизель,4,2020,автоматическая,2.0,190,13,полный,Левый,Не требует ремонта,1,Оригинал,2990000,5 серия,7,0,0,0.10833333333333334
637,avto5916,0,седан,чёрный,дизель,4,2020,автоматическая,2.0,190,5000,полный,Левый,Не требует ремонта,1,Оригинал,3000000,5 серия,7,0,0,41.666666666666664
638,avto5944,0,седан,чёрный,дизель,4,2020,автоматическая,2.0,190,30,полный,Левый,Не требует ремонта,1,Оригинал,3090000,5 серия,7,0,0,0.25
639,avto6077,0,седан,серый,дизель,4,2020,автоматическая,2.0,190,7,полный,Левый,Не требует ремонта,1,Оригинал,3330891,5 серия,7,0,0,0.058333333333333334
640,avto5755,0,седан,белый,дизель,4,2020,автоматическая,2.0,190,6348,полный,Левый,Не требует ремонта,1,Оригинал,2700001,3 серия,7,0,0,52.9
641,avto5960,0,седан,цветной,дизель,4,2020,автоматическая,2.0,190,9400,полный,Левый,Не требует ремонта,1,Оригинал,3100000,3 серия,7,0,0,78.33333333333333
642,avto5980,0,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190,9,полный,Левый,Не требует ремонта,1,Оригинал,3150000,X3,3,0,0,0.075
643,avto5981,0,внедорожник,цветной,дизель,5,2020,автоматическая,2.0,190,143,полный,Левый,Не требует ремонта,1,Оригинал,3150000,X3,3,0,0,1.1916666666666667
644,avto5988,0,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190,55,полный,Левый,Не требует ремонта,1,Оригинал,3150001,X3,3,0,0,0.4583333333333333
645,avto5989,0,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190,10,полный,Левый,Не требует ремонта,1,Оригинал,3150001,X3,3,0,0,0.08333333333333333
646,avto6104,0,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190,8760,полный,Левый,Не требует ремонта,1,Оригинал,3413000,X3,3,0,0,73.0
647,avto6105,0,внедорожник,чёрный,дизель,5,2020,автоматическая,2.0,190,11,полный,Левый,Не требует ремонта,1,Оригинал,3419997,X3,3,0,0,0.09166666666666666
648,avto6023,0,внедорожник,белый,дизель,5,2020,автоматическая,2.0,190,2414,полный,Левый,Не требует ремонта,1,Оригинал,3239999,X4,2,0,0,20.116666666666667
649,avto6084,0,внедорожник,белый,дизель,5,2020,автоматическая,2.0,190,2500,полный,Левый,Не требует ремонта,1,Оригинал,3350000,X4,2,0,0,20.833333333333332
650,avto6287,0,внедорожник,серый,дизель,5,2020,автоматическая,2.0,190,8,полный,Левый,Не требует ремонта,1,Оригинал,4110001,X4,2,0,0,0.06666666666666667
651,avto4236,0,внедорожник,цветной,бензин,5,2015,автоматическая,2.0,192,157200,полный,Левый,Не требует ремонта,1,Оригинал,1370000,X1,2,0,5,86.13698630136986
652,avto5219,0,внедорожник,белый,бензин,5,2016,автоматическая,2.0,192,44148,полный,Левый,Не требует ремонта,1,Оригинал,1980000,X1,2,0,4,30.23835616438356
653,avto4914,0,внедорожник,цветной,бензин,5,2017,автоматическая,2.0,192,22000,полный,Левый,Не требует ремонта,1,Оригинал,1715000,X1,2,0,3,20.091324200913242
654,avto5047,0,внедорожник,чёрный,бензин,5,2017,автоматическая,2.0,192,48966,полный,Левый,Не требует ремонта,1,Оригинал,1818000,X1,2,0,3,44.71780821917808
655,avto5104,0,внедорожник,белый,бензин,5,2018,автоматическая,2.0,192,43500,полный,Левый,Не требует ремонта,1,Оригинал,1859000,X1,2,0,2,59.58904109589041
656,avto5129,0,внедорожник,серый,бензин,5,2018,автоматическая,2.0,192,16000,полный,Левый,Не требует ремонта,1,Оригинал,1897000,X1,2,0,2,21.91780821917808
657,avto5135,0,внедорожник,чёрный,бензин,5,2018,автоматическая,2.0,192,29118,полный,Левый,Не требует ремонта,1,Оригинал,1900000,X1,2,0,2,39.88767123287671
658,avto5188,0,внедорожник,белый,бензин,5,2018,автоматическая,2.0,192,29000,полный,Левый,Не требует ремонта,1,Оригинал,1950000,X1,2,0,2,39.726027397260275
659,avto5207,0,внедорожник,цветной,бензин,5,2018,автоматическая,2.0,192,42000,полный,Левый,Не требует ремонта,1,Оригинал,1950000,X1,2,0,2,57.534246575342465
660,avto5216,0,внедорожник,чёрный,бензин,5,2018,автоматическая,2.0,192,31069,полный,Левый,Не требует ремонта,1,Оригинал,1978000,X1,2,0,2,42.56027397260274
661,avto5317,0,внедорожник,цветной,бензин,5,2018,автоматическая,2.0,192,46239,полный,Левый,Не требует ремонта,1,Оригинал,2063000,X1,2,0,2,63.34109589041096
662,avto5378,0,внедорожник,белый,бензин,5,2018,автоматическая,2.0,192,16000,полный,Левый,Не требует ремонта,1,Оригинал,2150000,X1,2,0,2,21.91780821917808
663,avto5374,0,внедорожник,серый,бензин,5,2018,автоматическая,2.0,192,13000,полный,Левый,Не требует ремонта,1,Оригинал,2150000,X2,1,0,2,17.80821917808219
664,avto5410,0,внедорожник,цветной,бензин,5,2018,автоматическая,2.0,192,31000,полный,Левый,Не требует ремонта,1,Оригинал,2199999,X2,1,0,2,42.465753424657535
665,avto5289,0,внедорожник,белый,бензин,5,2019,автоматическая,2.0,192,5646,полный,Левый,Не требует ремонта,1,Оригинал,2036048,X1,2,0,1,15.468493150684932
666,avto5384,0,внедорожник,белый,бензин,5,2019,автоматическая,2.0,192,13460,полный,Левый,Не требует ремонта,1,Оригинал,2150000,X1,2,0,1,36.87671232876713
667,avto5514,0,внедорожник,чёрный,бензин,5,2019,автоматическая,2.0,192,21184,полный,Левый,Не требует ремонта,1,Оригинал,2350000,X1,2,0,1,58.038356164383565
668,avto5542,0,внедорожник,чёрный,бензин,5,2019,автоматическая,2.0,192,1615,полный,Левый,Не требует ремонта,1,Оригинал,2399000,X1,2,0,1,4.424657534246576
669,avto5645,0,внедорожник,цветной,бензин,5,2019,автоматическая,2.0,192,896,полный,Левый,Не требует ремонта,1,Оригинал,2539000,X1,2,0,1,2.4547945205479453
670,avto5438,0,внедорожник,серый,бензин,5,2019,автоматическая,2.0,192,30000,полный,Левый,Не требует ремонта,1,Оригинал,2220000,X1,2,1,1,82.1917808219178
671,avto5432,0,седан,чёрный,бензин,4,1995,автоматическая,2.5,192,45000,задний,Левый,Не требует ремонта,1,Оригинал,2200000,5 серия,3,0,25,4.931506849315069
672,avto5927,0,седан,цветной,бензин,4,1995,автоматическая,2.5,192,141000,задний,Левый,Не требует ремонта,1,Оригинал,3000000,5 серия,3,0,25,15.452054794520548
673,avto1273,0,купе,цветной,дизель,2,2010,автоматическая,2.0,204,296244,задний,Левый,Не требует ремонта,1,Оригинал,526271,1 серия,1,1,10,81.1627397260274
674,avto3997,0,родстер,чёрный,бензин,2,2009,автоматическая,2.5,204,136477,задний,Левый,Не требует ремонта,1,Оригинал,1290000,Z4,2,0,11,33.99178082191781
675,avto2344,0,седан,чёрный,бензин,4,2010,автоматическая,2.5,204,237025,задний,Левый,Не требует ремонта,1,Оригинал,800000,5 серия,6,0,10,64.93835616438356
676,avto3574,0,седан,серый,бензин,4,2010,автоматическая,2.5,204,89000,задний,Левый,Не требует ремонта,1,Оригинал,1150000,5 серия,6,0,10,24.383561643835616
677,avto1738,0,седан,чёрный,бензин,4,2011,автоматическая,2.5,204,280132,задний,Левый,Не требует ремонта,1,Оригинал,649000,5 серия,6,0,9,85.27610350076104
678,avto2280,0,седан,чёрный,бензин,4,2011,автоматическая,2.5,204,280956,задний,Левый,Не требует ремонта,1,Оригинал,779790,5 серия,6,0,9,85.52694063926941
679,avto3386,0,седан,серый,бензин,4,2011,автоматическая,2.5,204,109000,задний,Левый,Не требует ремонта,1,Оригинал,1090000,5 серия,6,0,9,33.181126331811264
680,avto3771,0,седан,цветной,бензин,4,2011,автоматическая,2.5,204,130000,задний,Левый,Не требует ремонта,1,Оригинал,1200000,5 серия,6,0,9,39.5738203957382
681,avto4793,0,седан,цветной,дизель,4,2011,автоматическая,3.0,204,170000,задний,Левый,Не требует ремонта,1,Оригинал,1650000,5 серия,6,0,9,51.75038051750381
682,avto3952,0,внедорожник,серебристый,дизель,5,2007,автоматическая,3.0,211,275000,полный,Левый,Не требует ремонта,1,Оригинал,1255000,X5,2,0,13,57.955742887249734
683,avto3384,0,седан,серый,дизель,4,2012,автоматическая,2.0,218,105000,полный,Левый,Не требует ремонта,1,Оригинал,1090000,5 серия,6,0,8,35.95890410958904
684,avto3385,0,седан,серый,дизель,4,2012,автоматическая,2.0,218,105000,полный,Левый,Не требует ремонта,1,Оригинал,1090000,5 серия,6,0,8,35.95890410958904
685,avto3560,0,седан,белый,дизель,4,2013,автоматическая,2.0,218,138000,полный,Левый,Не требует ремонта,1,Оригинал,1149000,5 серия,6,0,7,54.01174168297456
686,avto3795,0,седан,коричневый,дизель,4,2013,автоматическая,2.0,218,93000,полный,Левый,Не требует ремонта,1,Оригинал,1200000,5 серия,6,0,7,36.39921722113503
687,avto4298,0,седан,чёрный,дизель,4,2013,автоматическая,2.0,218,95491,полный,Левый,Не требует ремонта,1,Оригинал,1399000,5 серия,6,1,7,37.37416829745597
688,avto3363,0,седан,чёрный,дизель,4,2015,автоматическая,2.0,218,282602,полный,Левый,Не требует ремонта,1,Оригинал,1075000,5 серия,6,1,5,154.85041095890412
689,avto4982,0,седан,чёрный,дизель,4,2015,автоматическая,2.0,218,85000,полный,Левый,Не требует ремонта,1,Оригинал,1780000,5 серия,6,1,5,46.57534246575342
690,avto1945,0,седан,серебристый,бензин,4,2005,автоматическая,2.5,218,94700,задний,Левый,Не требует ремонта,1,Оригинал,695000,5 серия,5,0,15,17.296803652968038
691,avto1253,0,седан,серый,бензин,4,2006,автоматическая,2.5,218,290320,задний,Левый,Не требует ремонта,1,Оригинал,520000,5 серия,5,0,14,56.81409001956947
692,avto1553,0,седан,чёрный,бензин,4,2006,автоматическая,2.5,218,250000,задний,Левый,Не требует ремонта,1,Оригинал,599000,5 серия,5,0,14,48.923679060665364
693,avto2131,0,внедорожник,серебристый,бензин,5,2007,автоматическая,2.5,218,185300,полный,Левый,Не требует ремонта,1,Оригинал,735000,X3,1,1,13,39.05163329820864
694,avto1546,0,седан,чёрный,бензин,4,2008,автоматическая,2.5,218,135146,задний,Левый,Не требует ремонта,1,Оригинал,599000,5 серия,5,1,12,30.85525114155251
695,avto1787,0,седан,чёрный,бензин,4,2008,автоматическая,2.5,218,212700,задний,Левый,Не требует ремонта,1,Оригинал,650000,5 серия,5,1,12,48.56164383561644
696,avto1975,0,седан,чёрный,бензин,4,2010,автоматическая,2.5,218,230000,задний,Левый,Не требует ремонта,1,Оригинал,700000,3 серия,5,1,10,63.013698630136986
697,avto2267,0,седан,чёрный,бензин,4,2010,автоматическая,2.5,218,209800,задний,Левый,Не требует ремонта,1,Оригинал,770000,3 серия,5,1,10,57.47945205479452
698,avto2635,0,внедорожник,чёрный,бензин,5,2010,автоматическая,2.5,218,171000,полный,Левый,Не требует ремонта,1,Оригинал,870000,X3,1,1,10,46.84931506849315
699,avto2409,0,седан,чёрный,бензин,4,2011,автоматическая,2.5,218,92384,задний,Левый,Не требует ремонта,1,Оригинал,810000,3 серия,5,1,9,28.122983257229833
700,avto2260,0,купе,белый,бензин,2,2012,автоматическая,2.5,218,177755,задний,Левый,Не требует ремонта,1,Оригинал,769900,3 серия,5,1,8,60.875
701,avto3578,0,купе,цветной,бензин,2,2012,автоматическая,2.5,218,86500,задний,Левый,Не требует ремонта,1,Оригинал,1150000,3 серия,5,1,8,29.623287671232877
702,avto114,0,седан,чёрный,бензин,4,1992,автоматическая,3.0,218,460000,задний,Левый,Не требует ремонта,1,Дубликат,150000,7 серия,2,0,28,45.00978473581213
703,avto2034,0,внедорожник,серебристый,дизель,5,2004,автоматическая,3.0,218,157000,полный,Левый,Не требует ремонта,1,Оригинал,700000,X5,1,1,16,26.883561643835616
704,avto3114,0,внедорожник,чёрный,дизель,5,2004,механическая,3.0,218,250500,полный,Левый,Не требует ремонта,1,Оригинал,999000,X5,1,1,16,42.89383561643836
705,avto2048,0,внедорожник,чёрный,дизель,5,2008,автоматическая,3.0,218,238000,полный,Левый,Не требует ремонта,1,Дубликат,710000,X3,1,1,12,54.337899543378995
706,avto5447,0,внедорожник,коричневый,дизель,5,2014,автоматическая,3.0,218,93230,полный,Левый,Не требует ремонта,1,Оригинал,2249000,X5,3,0,6,42.57077625570776
707,avto5176,0,внедорожник,белый,дизель,5,2015,автоматическая,3.0,218,114500,полный,Левый,Не требует ремонта,1,Дубликат,1945000,X5,3,0,5,62.73972602739726
708,avto5390,0,внедорожник,белый,дизель,5,2015,автоматическая,3.0,218,148000,полный,Левый,Не требует ремонта,1,Оригинал,2150000,X5,3,0,5,81.0958904109589
709,avto5506,0,внедорожник,белый,дизель,5,2015,автоматическая,3.0,218,107958,полный,Левый,Не требует ремонта,1,Оригинал,2336000,X5,3,0,5,59.15506849315069
710,avto5508,0,внедорожник,белый,дизель,5,2015,автоматическая,3.0,218,107958,полный,Левый,Не требует ремонта,1,Оригинал,2336000,X5,3,0,5,59.15506849315069
711,avto5531,0,внедорожник,коричневый,дизель,5,2015,автоматическая,3.0,218,66014,полный,Левый,Не требует ремонта,1,Оригинал,2364000,X5,3,0,5,36.17205479452055
712,avto5543,0,внедорожник,чёрный,дизель,5,2015,автоматическая,3.0,218,76000,полный,Левый,Не требует ремонта,1,Оригинал,2399000,X5,3,0,5,41.64383561643836
713,avto5760,0,внедорожник,белый,дизель,5,2015,автоматическая,3.0,218,48129,полный,Левый,Не требует ремонта,1,Оригинал,2721000,X5,3,0,5,26.372054794520547
714,avto5819,0,внедорожник,белый,дизель,5,2015,автоматическая,3.0,218,42047,полный,Левый,Не требует ремонта,1,Оригинал,2828000,X5,3,0,5,23.03945205479452
715,avto5493,0,внедорожник,чёрный,дизель,5,2016,автоматическая,3.0,218,189000,полный,Левый,Не требует ремонта,1,Оригинал,2300000,X5,3,0,4,129.45205479452054
716,avto5622,0,внедорожник,цветной,дизель,5,2016,автоматическая,3.0,218,38000,полный,Левый,Не требует ремонта,1,Оригинал,2500000,X5,3,0,4,26.027397260273972
717,avto5695,0,внедорожник,чёрный,дизель,5,2016,автоматическая,3.0,218,188000,полный,Левый,Не требует ремонта,1,Оригинал,2600000,X5,3,0,4,128.76712328767124
718,avto5832,0,внедорожник,серый,дизель,5,2016,автоматическая,3.0,218,60800,полный,Левый,Не требует ремонта,1,Оригинал,2850000,X5,3,0,4,41.64383561643836
719,avto5834,0,внедорожник,серый,дизель,5,2016,автоматическая,3.0,218,60800,полный,Левый,Не требует ремонта,1,Оригинал,2850000,X5,3,0,4,41.64383561643836
720,avto5573,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,126587,полный,Левый,Не требует ремонта,1,Оригинал,2435000,X5,3,0,3,115.60456621004566
721,avto5724,0,внедорожник,цветной,дизель,5,2017,автоматическая,3.0,218,120381,полный,Левый,Не требует ремонта,1,Оригинал,2670000,X5,3,0,3,109.93698630136986
722,avto5725,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,74000,полный,Левый,Не требует ремонта,1,Оригинал,2670000,X5,3,0,3,67.57990867579909
723,avto5747,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,80000,полный,Левый,Не требует ремонта,1,Оригинал,2700000,X5,3,0,3,73.05936073059361
724,avto5816,0,внедорожник,коричневый,дизель,5,2017,автоматическая,3.0,218,73000,полный,Левый,Не требует ремонта,1,Оригинал,2800000,X5,3,0,3,66.66666666666667
725,avto5831,0,внедорожник,серый,дизель,5,2017,автоматическая,3.0,218,42970,полный,Левый,Не требует ремонта,1,Оригинал,2850000,X5,3,0,3,39.242009132420094
726,avto5833,0,внедорожник,серый,дизель,5,2017,автоматическая,3.0,218,42970,полный,Левый,Не требует ремонта,1,Оригинал,2850000,X5,3,0,3,39.242009132420094
727,avto5843,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,67000,полный,Левый,Не требует ремонта,1,Оригинал,2890000,X5,3,0,3,61.18721461187214
728,avto5861,0,внедорожник,серый,дизель,5,2017,автоматическая,3.0,218,51525,полный,Левый,Не требует ремонта,1,Оригинал,2935000,X5,3,0,3,47.054794520547944
729,avto5868,0,внедорожник,белый,дизель,5,2017,автоматическая,3.0,218,80506,полный,Левый,Не требует ремонта,1,Оригинал,2947000,X5,3,0,3,73.52146118721461
730,avto5878,0,внедорожник,белый,дизель,5,2017,автоматическая,3.0,218,78000,полный,Левый,Не требует ремонта,1,Оригинал,2950000,X5,3,0,3,71.23287671232876
731,avto5880,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,79180,полный,Левый,Не требует ремонта,1,Оригинал,2969000,X5,3,0,3,72.31050228310502
732,avto5881,0,внедорожник,коричневый,дизель,5,2017,автоматическая,3.0,218,57010,полный,Левый,Не требует ремонта,1,Оригинал,2969000,X5,3,0,3,52.06392694063927
733,avto5886,0,внедорожник,белый,дизель,5,2017,автоматическая,3.0,218,76697,полный,Левый,Не требует ремонта,1,Оригинал,2980000,X5,3,0,3,70.04292237442922
734,avto5947,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,53203,полный,Левый,Не требует ремонта,1,Оригинал,3096000,X5,3,0,3,48.58721461187215
735,avto5967,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,63000,полный,Левый,Не требует ремонта,1,Оригинал,3100000,X5,3,0,3,57.534246575342465
736,avto6133,0,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,218,39000,полный,Левый,Не требует ремонта,1,Оригинал,3500000,X5,3,0,3,35.61643835616438
737,avto5889,0,внедорожник,коричневый,дизель,5,2018,автоматическая,3.0,218,74000,полный,Левый,Не требует ремонта,1,Оригинал,2990000,X5,3,0,2,101.36986301369863
738,avto6361,0,купе,серый,гибрид,2,2014,автоматическая,1.5,231,50000,полный,Левый,Не требует ремонта,1,Оригинал,4900000,i8,1,0,6,22.831050228310502
739,avto6528,0,родстер,серый,гибрид,2,2018,автоматическая,1.5,231,803,полный,Левый,Не требует ремонта,1,Оригинал,9690000,i8,1,1,2,1.1
740,avto6529,0,родстер,белый,гибрид,2,2019,автоматическая,1.5,231,720,полный,Левый,Не требует ремонта,1,Оригинал,9990001,i8,1,1,1,1.9726027397260273
741,avto5746,0,седан,чёрный,дизель,4,2017,автоматическая,2.0,231,58522,задний,Левый,Не требует ремонта,1,Оригинал,2700000,7 серия,6,0,3,53.44474885844749
742,avto6151,0,седан,цветной,дизель,4,2017,автоматическая,2.0,231,77274,полный,Левый,Не требует ремонта,1,Оригинал,3550000,7 серия,6,0,3,70.56986301369864
743,avto6315,0,седан,чёрный,дизель,4,2018,автоматическая,2.0,231,26000,полный,Левый,Не требует ремонта,1,Оригинал,4300000,7 серия,6,0,2,35.61643835616438
744,avto1377,0,внедорожник,золотистый,бензин,5,2001,автоматическая,3.0,231,400000,полный,Левый,Не требует ремонта,1,Оригинал,550000,X5,1,0,19,57.67844268204758
745,avto797,0,внедорожник,серый,бензин,5,2002,автоматическая,3.0,231,300000,полный,Левый,Не требует ремонта,1,Оригинал,420000,X5,1,0,18,45.662100456621005
746,avto937,0,внедорожник,чёрный,бензин,5,2002,автоматическая,3.0,231,350000,полный,Левый,Не требует ремонта,1,Дубликат,450000,X5,1,0,18,53.272450532724505
747,avto687,0,внедорожник,белый,бензин,5,2003,автоматическая,3.0,231,212000,полный,Левый,Не требует ремонта,1,Дубликат,390000,X5,1,0,17,34.165995165189365
748,avto1136,0,внедорожник,серебристый,бензин,5,2003,автоматическая,3.0,231,350000,полный,Левый,Не требует ремонта,1,Оригинал,500000,X5,1,0,17,56.406124093473004
749,avto1013,0,внедорожник,цветной,бензин,5,2003,автоматическая,3.0,231,299999,полный,Левый,Не требует ремонта,1,Оригинал,475000,X5,1,1,17,48.347945205479455
750,avto1670,0,внедорожник,чёрный,бензин,5,2004,автоматическая,3.0,231,188000,полный,Левый,Не требует ремонта,1,Оригинал,625000,X5,1,1,16,32.19178082191781
751,avto1817,0,внедорожник,белый,бензин,5,2004,автоматическая,3.0,231,174000,полный,Левый,Не требует ремонта,1,Оригинал,650000,X5,1,1,16,29.794520547945204
752,avto931,0,седан,чёрный,бензин,4,2005,автоматическая,3.0,231,290000,задний,Левый,Не требует ремонта,1,Оригинал,450000,3 серия,4,1,15,52.96803652968037
753,avto1521,0,внедорожник,чёрный,бензин,5,2005,автоматическая,3.0,231,160000,полный,Левый,Не требует ремонта,1,Оригинал,590000,X5,1,1,15,29.22374429223744
754,avto2448,0,внедорожник,чёрный,бензин,5,2005,автоматическая,3.0,231,200000,полный,Левый,Не требует ремонта,1,Оригинал,820000,X5,1,1,15,36.529680365296805
755,avto1170,0,внедорожник,серебристый,бензин,5,2006,автоматическая,3.0,231,215522,полный,Левый,Не требует ремонта,1,Оригинал,500000,X5,1,1,14,42.176516634050884
756,avto1978,0,внедорожник,серебристый,бензин,5,2006,автоматическая,3.0,231,195000,полный,Левый,Не требует ремонта,1,Оригинал,700000,X3,1,0,14,38.160469667318985
757,avto3336,0,внедорожник,белый,дизель,5,2008,автоматическая,3.0,231,257864,полный,Левый,Не требует ремонта,1,Оригинал,1050000,X5,2,0,12,58.87305936073059
758,avto2210,0,кабриолет,чёрный,бензин,2,2007,автоматическая,3.0,233,168000,задний,Левый,Не требует ремонта,1,Оригинал,750000,3 серия,5,0,13,35.40569020021075
759,avto1099,0,седан,цветной,бензин,4,2007,автоматическая,3.0,234,366000,задний,Левый,Не требует ремонта,1,Оригинал,498000,3 серия,5,0,13,77.13382507903056
760,avto3934,0,внедорожник,белый,дизель,5,2007,автоматическая,3.0,235,151000,полный,Левый,Не требует ремонта,1,Оригинал,1250000,X5,2,0,13,31.822971548998947
761,avto4276,0,внедорожник,серый,дизель,5,2007,автоматическая,3.0,235,189000,полный,Левый,Не требует ремонта,1,Оригинал,1390000,X5,2,0,13,39.831401475237094
762,avto3368,0,внедорожник,серый,дизель,5,2008,автоматическая,3.0,235,194330,полный,Левый,Не требует ремонта,1,Оригинал,1080000,X5,2,0,12,44.3675799086758
763,avto3379,0,внедорожник,цветной,дизель,5,2008,автоматическая,3.0,235,190000,полный,Левый,Не требует ремонта,1,Оригинал,1090000,X5,2,0,12,43.37899543378995
764,avto4733,0,внедорожник,чёрный,дизель,5,2008,автоматическая,3.0,235,310000,полный,Левый,Не требует ремонта,1,Оригинал,1600000,X5,2,0,12,70.77625570776256
765,avto3793,0,внедорожник,серый,дизель,5,2009,автоматическая,3.0,235,242900,полный,Левый,Не требует ремонта,1,Оригинал,1200000,X5,2,0,11,60.49813200498132
766,avto3926,0,внедорожник,чёрный,дизель,5,2010,автоматическая,3.0,235,295000,полный,Левый,Не требует ремонта,1,Оригинал,1250000,X5,2,0,10,80.82191780821918
767,avto2543,0,седан,белый,бензин,4,2011,автоматическая,2.0,245,175000,задний,Левый,Не требует ремонта,1,Оригинал,850000,3 серия,6,0,9,53.272450532724505
768,avto3399,0,седан,чёрный,бензин,4,2011,автоматическая,2.0,245,141000,задний,Левый,Не требует ремонта,1,Оригинал,1095000,3 серия,6,0,9,42.922374429223744
769,avto3103,0,внедорожник,чёрный,бензин,5,2011,автоматическая,2.0,245,100168,полный,Левый,Не требует ремонта,1,Оригинал,999000,X1,1,0,9,30.492541856925417
770,avto3256,0,внедорожник,коричневый,бензин,5,2011,автоматическая,2.0,245,25454,полный,Левый,Не требует ремонта,1,Оригинал,1049000,X1,1,0,9,7.74855403348554
771,avto3260,0,внедорожник,белый,бензин,5,2011,автоматическая,2.0,245,66910,полный,Левый,Не требует ремонта,1,Оригинал,1049000,X1,1,0,9,20.36834094368341
772,avto3175,0,седан,чёрный,бензин,4,2012,автоматическая,2.0,245,146000,задний,Левый,Не требует ремонта,1,Оригинал,1000000,5 серия,6,0,8,50.0
773,avto3447,0,седан,цветной,бензин,4,2012,автоматическая,2.0,245,110000,задний,Левый,Не требует ремонта,1,Оригинал,1100000,5 серия,6,0,8,37.67123287671233
