test,style,doors,production_date,engine_displacement,engine_power,mileage,owners,price,has_steptronic,has_xdrive,offroad,cabriolet,compact,coupe,coupe_hard,liftback,roadster,sedan,estate,hatchback,main_color,other_color,gasoline,gasoline_gas,hybrid,diesel,electro,years_in_use,AT,MT,AM,tax,tax_per_horse,mileage_per_day,RWD,FWD,AWD,left,right
0,10,3,2007,2.0,156.0,170000.0,2.0,385000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,0.0,1.0,0.0,7020.0,45,35.82718651211802,1.0,0.0,0.0,1.0,0.0
0,8,5,2007,2.0,136.0,201000.0,3.0,385000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,4760.0,35,42.360379346680716,1.0,0.0,0.0,1.0,0.0
0,51,2,2001,2.5,192.0,290000.0,3.0,375000.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,0.0,1.0,0.0,9600.0,50,41.8168709444845,1.0,0.0,0.0,1.0,0.0
0,6,5,2007,1.6,115.0,176000.0,3.0,385000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,0.0,1.0,0.0,2875.0,25,37.09167544783983,1.0,0.0,0.0,1.0,0.0
0,51,4,2006,2.5,218.0,250828.0,3.0,385000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,1.0,0.0,0.0,14170.0,65,49.08571428571429,1.0,0.0,0.0,1.0,0.0
0,114,4,2004,4.4,333.0,400000.0,2.0,385000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,49950.0,150,68.4931506849315,1.0,0.0,0.0,1.0,0.0
0,6,5,2008,1.6,115.0,150094.0,3.0,388600.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,2875.0,25,34.268036529680366,1.0,0.0,0.0,1.0,0.0
0,8,5,2006,2.0,129.0,180000.0,3.0,389000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,1.0,0.0,0.0,4515.0,35,35.22504892367906,1.0,0.0,0.0,1.0,0.0
0,132,4,1999,2.9,184.0,460000.0,3.0,389999.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21,1.0,0.0,0.0,9200.0,50,60.01304631441618,1.0,0.0,0.0,1.0,0.0
0,6,3,2011,1.6,115.0,211073.0,2.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,1.0,0.0,0.0,2875.0,25,64.25357686453577,1.0,0.0,0.0,1.0,0.0
0,51,2,2002,2.5,192.0,192000.0,3.0,390000.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,9600.0,50,29.22374429223744,1.0,0.0,0.0,1.0,0.0
0,52,4,2001,2.5,192.0,350000.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,9600.0,50,50.46863734679164,0.0,0.0,1.0,1.0,0.0
0,10,3,2008,2.0,156.0,180308.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,7020.0,45,41.1662100456621,1.0,0.0,0.0,1.0,0.0
0,47,4,2003,2.2,170.0,215000.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,7650.0,45,34.6494762288477,1.0,0.0,0.0,1.0,0.0
0,6,3,2010,1.6,115.0,270000.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10,1.0,0.0,0.0,2875.0,25,73.97260273972603,1.0,0.0,0.0,1.0,0.0
0,47,5,2002,2.2,170.0,250000.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,7650.0,45,38.051750380517504,1.0,0.0,0.0,1.0,0.0
0,35,5,2003,3.0,231.0,223496.0,3.0,390000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,17325.0,75,36.018694601128125,0.0,0.0,1.0,1.0,0.0
0,49,4,1999,2.5,170.0,256000.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,1.0,0.0,0.0,7650.0,45,33.39856490541422,1.0,0.0,0.0,1.0,0.0
0,52,4,2004,2.5,192.0,215500.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,9600.0,50,36.90068493150685,0.0,0.0,1.0,1.0,0.0
0,35,5,2002,3.0,231.0,340000.0,3.0,390000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,17325.0,75,51.75038051750381,0.0,0.0,1.0,1.0,0.0
0,58,4,2002,3.0,231.0,228000.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,17325.0,75,34.70319634703196,0.0,0.0,1.0,1.0,0.0
0,138,4,1998,4.4,286.0,312000.0,3.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22,1.0,0.0,0.0,42900.0,150,38.85429638854296,1.0,0.0,0.0,1.0,0.0
0,35,5,2003,3.0,231.0,212000.0,1.0,390000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,17325.0,75,34.165995165189365,0.0,0.0,1.0,1.0,0.0
0,98,4,2002,2.5,192.0,220000.0,2.0,390000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,0.0,1.0,0.0,9600.0,50,33.4855403348554,1.0,0.0,0.0,1.0,0.0
0,47,4,2006,2.0,150.0,362000.0,3.0,390500.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,1.0,0.0,0.0,5250.0,35,70.84148727984345,1.0,0.0,0.0,1.0,0.0
0,47,4,1999,2.0,150.0,200000.0,3.0,395000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,1.0,0.0,0.0,5250.0,35,26.09262883235486,1.0,0.0,0.0,1.0,0.0
0,35,5,2001,3.0,231.0,320000.0,3.0,395000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,17325.0,75,46.142754145638065,0.0,0.0,1.0,1.0,0.0
0,44,5,2002,2.0,143.0,303000.0,3.0,395000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,5005.0,35,46.118721461187214,1.0,0.0,0.0,1.0,0.0
0,93,4,1999,2.5,170.0,399000.0,3.0,395000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,1.0,0.0,0.0,7650.0,45,52.054794520547944,1.0,0.0,0.0,1.0,0.0
0,6,3,2008,1.6,115.0,178000.0,3.0,395000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,2875.0,25,40.63926940639269,1.0,0.0,0.0,1.0,0.0
0,44,4,2004,2.0,143.0,244000.0,3.0,395000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,5005.0,35,41.78082191780822,1.0,0.0,0.0,1.0,0.0
0,98,4,2002,2.5,192.0,670000.0,3.0,395000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,9600.0,50,101.97869101978691,1.0,0.0,0.0,1.0,0.0
0,44,4,2008,2.0,136.0,170000.0,3.0,395000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,4760.0,35,38.81278538812786,1.0,0.0,0.0,1.0,0.0
0,47,2,2002,2.2,170.0,216191.0,3.0,395000.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,7650.0,45,32.90578386605784,1.0,0.0,0.0,1.0,0.0
0,68,5,2002,4.4,286.0,260000.0,3.0,399000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,42900.0,150,39.5738203957382,0.0,0.0,1.0,1.0,0.0
0,136,4,2002,3.6,272.0,250000.0,3.0,399000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,40800.0,150,38.051750380517504,1.0,0.0,0.0,1.0,0.0
0,98,4,2001,2.5,192.0,270000.0,3.0,399000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,9600.0,50,38.93294881038212,1.0,0.0,0.0,1.0,0.0
0,102,5,1999,2.8,193.0,389000.0,3.0,399999.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,0.0,1.0,0.0,9650.0,50,50.7501630789302,1.0,0.0,0.0,1.0,0.0
0,92,4,2003,2.2,170.0,260000.0,3.0,399999.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,7650.0,45,41.9016921837228,1.0,0.0,0.0,1.0,0.0
0,98,4,1990,2.5,192.0,211500.0,3.0,399999.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,9600.0,50,19.315068493150687,1.0,0.0,0.0,1.0,0.0
0,47,5,2000,2.0,150.0,356682.0,1.0,399999.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20,0.0,1.0,0.0,5250.0,35,48.86054794520548,1.0,0.0,0.0,1.0,0.0
0,35,5,2002,3.0,231.0,230000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,17325.0,75,35.007610350076106,0.0,0.0,1.0,1.0,0.0
0,47,2,2008,2.0,156.0,130000.0,3.0,400000.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,7020.0,45,29.680365296803654,1.0,0.0,0.0,1.0,0.0
0,42,5,2004,1.8,115.0,293190.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,0.0,1.0,0.0,2875.0,25,50.20376712328767,1.0,0.0,0.0,1.0,0.0
0,98,4,2003,2.5,192.0,195000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,0.0,1.0,0.0,9600.0,50,31.426269137792104,1.0,0.0,0.0,1.0,0.0
0,47,4,2006,2.0,150.0,209000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,1.0,0.0,0.0,5250.0,35,40.900195694716245,1.0,0.0,0.0,1.0,0.0
0,8,5,2007,2.0,136.0,187000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,4760.0,35,39.40990516332982,1.0,0.0,0.0,1.0,0.0
0,68,5,2004,4.4,320.0,180000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,48000.0,150,30.82191780821918,0.0,0.0,1.0,1.0,0.0
0,51,2,1991,2.5,192.0,406000.0,3.0,400000.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29,0.0,1.0,0.0,9600.0,50,38.35616438356164,1.0,0.0,0.0,1.0,0.0
0,98,4,2002,2.5,192.0,346000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,9600.0,50,52.663622526636225,1.0,0.0,0.0,1.0,0.0
0,6,3,2008,1.6,115.0,172000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,2875.0,25,39.269406392694066,1.0,0.0,0.0,1.0,0.0
0,35,5,2002,3.0,231.0,333000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,17325.0,75,50.68493150684932,0.0,0.0,1.0,1.0,0.0
0,58,4,2001,3.0,231.0,181465.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,17325.0,75,26.166546503244412,0.0,0.0,1.0,1.0,0.0
0,8,5,2010,2.0,136.0,137000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10,1.0,0.0,0.0,4760.0,35,37.534246575342465,1.0,0.0,0.0,1.0,0.0
0,136,4,1998,3.5,235.0,500000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,1.0,0.0,0.0,17625.0,75,62.266500622665006,1.0,0.0,0.0,1.0,0.0
0,6,5,2008,1.6,115.0,185000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,2875.0,25,42.23744292237443,1.0,0.0,0.0,1.0,0.0
0,46,4,2005,2.0,163.0,300000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15,1.0,0.0,0.0,7335.0,45,54.794520547945204,1.0,0.0,0.0,1.0,0.0
0,136,4,2002,3.6,272.0,360000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,40800.0,150,54.794520547945204,1.0,0.0,0.0,1.0,0.0
0,44,4,1999,1.9,118.0,240247.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,1.0,0.0,0.0,2950.0,25,31.34337899543379,1.0,0.0,0.0,1.0,0.0
0,92,4,2004,2.2,170.0,239000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,7650.0,45,40.92465753424658,1.0,0.0,0.0,1.0,0.0
0,47,5,1999,2.0,150.0,181000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,0.0,1.0,0.0,5250.0,35,23.613829093281147,1.0,0.0,0.0,1.0,0.0
0,140,5,1999,4.4,286.0,288000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21,1.0,0.0,0.0,42900.0,150,37.573385518590996,1.0,0.0,0.0,1.0,0.0
0,98,4,2005,2.5,192.0,251000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15,1.0,0.0,0.0,9600.0,50,45.84474885844749,1.0,0.0,0.0,1.0,0.0
0,42,4,2004,1.8,115.0,210000.0,2.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,0.0,1.0,0.0,2875.0,25,35.95890410958904,1.0,0.0,0.0,1.0,0.0
0,51,4,2006,2.5,218.0,178000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,1.0,0.0,0.0,14170.0,65,34.833659491193735,1.0,0.0,0.0,1.0,0.0
0,55,5,2003,3.0,204.0,350000.0,2.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17,0.0,1.0,0.0,13260.0,65,56.406124093473004,1.0,0.0,0.0,1.0,0.0
0,6,5,2008,1.6,115.0,133000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,2875.0,25,30.365296803652967,1.0,0.0,0.0,1.0,0.0
0,52,4,2000,2.5,192.0,420000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20,1.0,0.0,0.0,9600.0,50,57.534246575342465,0.0,0.0,1.0,1.0,0.0
0,92,4,2002,2.2,170.0,238000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,0.0,1.0,0.0,7650.0,45,36.22526636225266,1.0,0.0,0.0,1.0,0.0
0,35,5,2002,3.0,231.0,240000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,17325.0,75,36.529680365296805,0.0,0.0,1.0,1.0,0.0
0,92,5,2001,2.2,170.0,230000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19,0.0,1.0,0.0,7650.0,45,33.16510454217736,1.0,0.0,0.0,1.0,0.0
0,98,4,2001,2.5,192.0,306000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,9600.0,50,44.1240086517664,1.0,0.0,0.0,1.0,0.0
0,35,5,2002,3.0,231.0,340000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,17325.0,75,51.75038051750381,0.0,0.0,1.0,1.0,0.0
0,68,5,2003,4.4,286.0,176000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,42900.0,150,28.364222401289283,0.0,0.0,1.0,1.0,0.0
0,47,4,2000,2.0,150.0,227000.0,2.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,1.0,0.0,0.0,5250.0,35,31.095890410958905,1.0,0.0,0.0,1.0,0.0
0,6,5,2009,1.6,115.0,170000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11,1.0,0.0,0.0,2875.0,25,42.3412204234122,1.0,0.0,0.0,1.0,0.0
0,93,4,1997,2.5,170.0,259321.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23,1.0,0.0,0.0,7650.0,45,30.88993448481239,1.0,0.0,0.0,1.0,0.0
0,92,4,2004,2.2,170.0,370000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,7650.0,45,63.35616438356164,1.0,0.0,0.0,1.0,0.0
0,114,4,2004,4.4,333.0,200000.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,49950.0,150,34.24657534246575,1.0,0.0,0.0,1.0,0.0
0,6,5,2011,1.6,115.0,130000.0,1.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1.0,0.0,0.0,2875.0,25,39.5738203957382,1.0,0.0,0.0,1.0,0.0
0,92,5,2001,2.2,170.0,320000.0,2.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,7650.0,45,46.142754145638065,1.0,0.0,0.0,1.0,0.0
0,56,4,2002,3.0,231.0,211474.0,3.0,400000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18,1.0,0.0,0.0,17325.0,75,32.18782343987824,1.0,0.0,0.0,1.0,0.0
0,68,5,2000,4.4,286.0,220000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,1.0,0.0,0.0,42900.0,150,30.136986301369863,0.0,0.0,1.0,1.0,0.0
0,35,5,2000,3.0,231.0,300000.0,3.0,400000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20,1.0,0.0,0.0,17325.0,75,41.0958904109589,0.0,0.0,1.0,1.0,0.0
0,44,4,2007,2.0,136.0,146325.0,2.0,401810.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,4760.0,35,30.8377239199157,1.0,0.0,0.0,1.0,0.0
0,98,4,2003,2.5,192.0,274000.0,3.0,405000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,9600.0,50,44.15793714746172,1.0,0.0,0.0,1.0,0.0
0,30,5,2004,2.5,192.0,174000.0,3.0,405000.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1.0,0.0,0.0,9600.0,50,29.794520547945204,0.0,0.0,1.0,1.0,0.0
0,98,4,2003,2.5,192.0,300000.0,2.0,405000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,9600.0,50,48.348106365834006,1.0,0.0,0.0,1.0,0.0
0,6,3,2008,1.6,115.0,141701.0,3.0,408000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1.0,0.0,0.0,2875.0,25,32.35182648401827,1.0,0.0,0.0,1.0,0.0
0,47,4,2007,2.0,150.0,210018.0,3.0,409900.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,5250.0,35,44.2609062170706,1.0,0.0,0.0,1.0,0.0
