,ID,test,style,body,color,fuel,model_date,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,vehicle_title,model,generation,generation1,restyling,age,mileage_per_day,price
3862,avto5519,0,428i,кабриолет,белый,бензин,2013,2,2014,автоматическая,2.0,245,84350,задний,Левый,Не требует ремонта,1,Оригинал,4 серия,0,F32/F33,0,6,38.51598173515982,2350000
3863,avto3529,0,528i,седан,чёрный,бензин,2013,4,2014,автоматическая,2.0,245,178000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,6,81.27853881278538,1130000
3864,avto3718,0,528i,седан,серый,бензин,2013,4,2014,автоматическая,2.0,245,94000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,6,42.922374429223744,1199000
3865,avto4007,0,528i,седан,серый,бензин,2013,4,2014,автоматическая,2.0,245,99900,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,6,45.61643835616438,1290000
3866,avto4112,0,528i,седан,серый,бензин,2013,4,2014,автоматическая,2.0,245,100000,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,6,45.662100456621005,1315000
3867,avto4222,0,528i,седан,чёрный,бензин,2013,4,2014,автоматическая,2.0,245,110000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,6,50.22831050228311,1350000
3868,avto4238,0,528i,седан,белый,бензин,2013,4,2014,автоматическая,2.0,245,93000,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,6,42.465753424657535,1370000
3869,avto4288,0,528i,седан,белый,бензин,2013,4,2014,автоматическая,2.0,245,81500,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,6,37.21461187214612,1390000
3870,avto4332,0,528i,седан,белый,бензин,2013,4,2014,автоматическая,2.0,245,146300,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,6,66.80365296803653,1400000
3871,avto4650,0,528i,седан,чёрный,бензин,2013,4,2014,автоматическая,2.0,245,78000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,6,35.61643835616438,1550000
3872,avto4681,0,528i,седан,чёрный,бензин,2013,4,2014,автоматическая,2.0,245,77164,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,6,35.234703196347034,1579000
3873,avto4843,0,528i,седан,серый,бензин,2013,4,2014,автоматическая,2.0,245,58700,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,6,26.80365296803653,1680000
3874,avto4848,0,528i,седан,чёрный,бензин,2013,4,2014,автоматическая,2.0,245,91647,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,6,41.847945205479455,1689000
3875,avto3955,0,528Li,седан,синий,бензин,2013,4,2014,автоматическая,2.0,245,140000,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,6,63.926940639269404,1260000
3876,avto4091,0,528Li,седан,белый,бензин,2013,4,2014,автоматическая,2.0,245,147000,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,6,67.12328767123287,1300000
3877,avto4076,0,28i,внедорожник,чёрный,бензин,2010,5,2014,автоматическая,2.0,245,122000,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,0,6,55.70776255707762,1300000
3878,avto4215,0,28i,внедорожник,чёрный,бензин,2010,5,2014,автоматическая,2.0,245,160314,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,0,6,73.2027397260274,1350000
3879,avto4303,0,28i,внедорожник,синий,бензин,2010,5,2014,автоматическая,2.0,245,104000,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,0,6,47.48858447488585,1399000
3880,avto4325,0,28i,внедорожник,чёрный,бензин,2010,5,2014,автоматическая,2.0,245,87307,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,0,6,39.8662100456621,1400000
3881,avto4392,0,28i,внедорожник,синий,бензин,2010,5,2014,автоматическая,2.0,245,73279,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,0,6,33.46073059360731,1434000
3882,avto4425,0,28i,внедорожник,чёрный,бензин,2010,5,2014,автоматическая,2.0,245,169000,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,0,6,77.1689497716895,1450000
3883,avto4466,0,28i,внедорожник,белый,бензин,2010,5,2014,автоматическая,2.0,245,77000,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,0,6,35.15981735159817,1470000
3884,avto4663,0,28i,внедорожник,белый,бензин,2010,5,2014,автоматическая,2.0,245,59000,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,0,6,26.940639269406393,1567000
3885,avto5062,0,28i,внедорожник,чёрный,бензин,2010,5,2014,автоматическая,2.0,245,108000,полный,Левый,Не требует ремонта,3,Оригинал,X3,2,F25,0,6,49.31506849315068,1835000
3886,avto3973,0,528i,универсал,серый,бензин,2013,5,2014,автоматическая,2.0,245,146048,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,6,66.68858447488584,1277000
3887,avto4382,0,28i,внедорожник,серый,бензин,2014,5,2014,автоматическая,2.0,245,94500,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,1,6,43.15068493150685,1420000
3888,avto4443,0,28i,внедорожник,чёрный,бензин,2014,5,2014,автоматическая,2.0,245,133000,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,1,6,60.730593607305934,1450000
3889,avto4572,0,28i,внедорожник,коричневый,бензин,2014,5,2014,автоматическая,2.0,245,97000,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,1,6,44.29223744292238,1500000
3890,avto4780,0,28i,внедорожник,чёрный,бензин,2014,5,2014,автоматическая,2.0,245,79000,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,1,6,36.073059360730596,1640000
3891,avto4994,0,28i,внедорожник,белый,бензин,2014,5,2014,автоматическая,2.0,245,45000,полный,Левый,Не требует ремонта,2,Оригинал,X4,1,F26,0,6,20.54794520547945,1790000
3892,avto5079,0,28i,внедорожник,серый,бензин,2014,5,2014,автоматическая,2.0,245,29200,полный,Левый,Не требует ремонта,2,Оригинал,X4,1,F26,0,6,13.333333333333334,1850000
3893,avto3974,0,528i,седан,синий,бензин,2013,4,2015,автоматическая,2.0,245,161100,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,5,88.27397260273973,1279000
3894,avto4588,0,528i,седан,белый,бензин,2013,4,2015,автоматическая,2.0,245,103000,полный,Левый,Не требует ремонта,3,Дубликат,5 серия,6,F10/F11/F07,1,5,56.43835616438356,1505000
3895,avto4595,0,528i,седан,коричневый,бензин,2013,4,2015,автоматическая,2.0,245,95000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,5,52.054794520547944,1530000
3896,avto4689,0,528i,седан,чёрный,бензин,2013,4,2015,автоматическая,2.0,245,108000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,5,59.178082191780824,1580000
3897,avto4763,0,528i,седан,синий,бензин,2013,4,2015,автоматическая,2.0,245,72000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,5,39.45205479452055,1620000
3898,avto5119,0,528i,седан,чёрный,бензин,2013,4,2015,автоматическая,2.0,245,68000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,5,37.26027397260274,1890000
3899,avto4501,0,428i,лифтбек,белый,бензин,2013,5,2015,автоматическая,2.0,245,76900,задний,Левый,Не требует ремонта,1,Оригинал,4 серия,0,F32/F33,0,5,42.136986301369866,1495000
3900,avto4730,0,28i,внедорожник,белый,бензин,2014,5,2015,автоматическая,2.0,245,126789,полный,Левый,Не требует ремонта,3,Оригинал,X3,2,F25,1,5,69.47342465753425,1600000
3901,avto4815,0,28i,внедорожник,коричневый,бензин,2014,5,2015,автоматическая,2.0,245,91000,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,1,5,49.863013698630134,1650000
3902,avto4932,0,28i,внедорожник,синий,бензин,2014,5,2015,автоматическая,2.0,245,61989,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,1,5,33.96657534246575,1733000
3903,avto5318,0,28i,внедорожник,серый,бензин,2014,5,2015,автоматическая,2.0,245,63635,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,5,34.868493150684934,2068000
3904,avto5397,0,28i,внедорожник,коричневый,бензин,2014,5,2015,автоматическая,2.0,245,44713,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,5,24.50027397260274,2170000
3905,avto5418,0,28i,внедорожник,белый,бензин,2014,5,2015,автоматическая,2.0,245,23000,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,5,12.602739726027398,2200000
3906,avto5431,0,428i,кабриолет,голубой,бензин,2013,2,2016,автоматическая,2.0,245,35000,задний,Левый,Не требует ремонта,2,Оригинал,4 серия,0,F32/F33,0,4,23.972602739726028,2200000
3907,avto4682,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,117000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,80.13698630136986,1579000
3908,avto4712,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,107000,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,1,4,73.28767123287672,1596000
3909,avto4718,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,158509,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,108.56780821917808,1599000
3910,avto4719,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,180000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,123.28767123287672,1599000
3911,avto4773,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,84000,полный,Левый,Не требует ремонта,3,Дубликат,5 серия,6,F10/F11/F07,1,4,57.534246575342465,1630000
3912,avto4925,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,128000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,87.67123287671232,1730000
3913,avto4986,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,68000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,46.57534246575342,1780000
3914,avto5014,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,31000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,21.232876712328768,1800000
3915,avto5072,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,96000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,65.75342465753425,1849999
3916,avto5073,0,528i,седан,синий,бензин,2013,4,2016,автоматическая,2.0,245,80000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,54.794520547945204,1850000
3917,avto5081,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,105000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,71.91780821917808,1850000
3918,avto5124,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,120000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,82.1917808219178,1890000
3919,avto5136,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,45000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,30.82191780821918,1900000
3920,avto5147,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,42000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,28.767123287671232,1900000
3921,avto5175,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,69000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,47.26027397260274,1940000
3922,avto5194,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,66162,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,45.31643835616438,1950000
3923,avto5253,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,76000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,52.054794520547944,2000000
3924,avto5260,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,55003,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,37.67328767123288,2000000
3925,avto5312,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,45000,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,30.82191780821918,2050000
3926,avto5323,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,32400,полный,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,1,4,22.19178082191781,2090000
3927,avto5347,0,528i,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,47000,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,32.19178082191781,2100000
3928,avto5416,0,528i,седан,чёрный,бензин,2013,4,2016,автоматическая,2.0,245,56500,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,38.6986301369863,2200000
3929,avto4597,0,528Li,седан,белый,бензин,2013,4,2016,автоматическая,2.0,245,95120,полный,Левый,Не требует ремонта,1,Оригинал,5 серия,6,F10/F11/F07,1,4,65.15068493150685,1530000
3930,avto4610,0,328i,лифтбек,синий,бензин,2011,5,2016,автоматическая,2.0,245,106172,полный,Левый,Не требует ремонта,2,Оригинал,3 серия,6,F3x,0,4,72.72054794520548,1549000
3931,avto6006,0,40e,внедорожник,чёрный,гибрид,2013,5,2016,автоматическая,2.0,245,43000,полный,Левый,Не требует ремонта,1,Оригинал,X5,3,F15,0,4,29.45205479452055,3200000
3932,avto5000,0,28i,внедорожник,синий,бензин,2014,5,2016,автоматическая,2.0,245,65800,полный,Левый,Не требует ремонта,2,Оригинал,X3,2,F25,1,4,45.06849315068493,1795000
3933,avto5280,0,28i,внедорожник,белый,бензин,2014,5,2016,автоматическая,2.0,245,80700,полный,Левый,Не требует ремонта,2,Оригинал,X4,1,F26,0,4,55.273972602739725,2010000
3934,avto5304,0,28i,внедорожник,синий,бензин,2014,5,2016,автоматическая,2.0,245,138238,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,4,94.68356164383562,2050000
3935,avto5368,0,28i,внедорожник,синий,бензин,2014,5,2016,автоматическая,2.0,245,33000,полный,Левый,Не требует ремонта,2,Оригинал,X4,1,F26,0,4,22.602739726027398,2130000
3936,avto5383,0,28i,внедорожник,белый,бензин,2014,5,2016,автоматическая,2.0,245,44000,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,4,30.136986301369863,2150000
3937,avto5503,0,28i,внедорожник,чёрный,бензин,2014,5,2016,автоматическая,2.0,245,54000,полный,Левый,Не требует ремонта,1,Дубликат,X4,1,F26,0,4,36.986301369863014,2300000
3938,avto5523,0,28i,внедорожник,белый,бензин,2014,5,2016,автоматическая,2.0,245,80000,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,4,54.794520547945204,2350000
3939,avto5184,0,28i,внедорожник,серебристый,бензин,2014,5,2017,автоматическая,2.0,245,60592,полный,Левый,Не требует ремонта,2,Оригинал,X4,1,F26,0,3,55.335159817351595,1950000
3940,avto5213,0,28i,внедорожник,серебристый,бензин,2014,5,2017,автоматическая,2.0,245,91150,полный,Левый,Не требует ремонта,2,Оригинал,X4,1,F26,0,3,83.2420091324201,1975000
3941,avto5285,0,28i,внедорожник,чёрный,бензин,2014,5,2017,автоматическая,2.0,245,48735,полный,Левый,Не требует ремонта,1,Оригинал,X3,2,F25,1,3,44.50684931506849,2022000
3942,avto5471,0,28i,внедорожник,чёрный,бензин,2014,5,2017,автоматическая,2.0,245,47000,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,3,42.922374429223744,2275000
3943,avto5588,0,28i,внедорожник,чёрный,бензин,2014,5,2017,автоматическая,2.0,245,24966,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,3,22.8,2450000
3944,avto5654,0,28i,внедорожник,чёрный,бензин,2014,5,2017,автоматическая,2.0,245,54780,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,3,50.02739726027397,2550000
3945,avto5762,0,28i,внедорожник,белый,бензин,2014,5,2017,автоматическая,2.0,245,36000,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,3,32.87671232876713,2730000
3946,avto5856,0,28i,внедорожник,белый,бензин,2014,5,2018,автоматическая,2.0,245,14000,полный,Левый,Не требует ремонта,1,Оригинал,X4,1,F26,0,2,19.17808219178082,2900000
3947,avto2833,0,730d,седан,чёрный,дизель,2008,4,2008,автоматическая,3.0,245,290000,задний,Левый,Не требует ремонта,3,Оригинал,7 серия,5,F01/F02/F04,0,12,66.21004566210046,930000
3948,avto2942,0,730d,седан,белый,дизель,2008,4,2008,автоматическая,3.0,245,258000,задний,Левый,Не требует ремонта,3,Дубликат,7 серия,5,F01/F02/F04,0,12,58.9041095890411,950000
3949,avto3234,0,730d,седан,серый,дизель,2008,4,2008,автоматическая,3.0,245,175000,задний,Левый,Не требует ремонта,3,Оригинал,7 серия,5,F01/F02/F04,0,12,39.954337899543376,1030000
3950,avto4124,0,730d,седан,чёрный,дизель,2008,4,2008,автоматическая,3.0,245,226000,задний,Левый,Не требует ремонта,1,Оригинал,7 серия,5,F01/F02/F04,0,12,51.598173515981735,1320000
3951,avto3276,0,730d,седан,чёрный,дизель,2008,4,2009,автоматическая,3.0,245,215000,задний,Левый,Не требует ремонта,2,Оригинал,7 серия,5,F01/F02/F04,0,11,53.5491905354919,1050000
3952,avto3283,0,730d,седан,серый,дизель,2008,4,2009,автоматическая,3.0,245,240000,задний,Левый,Не требует ремонта,3,Дубликат,7 серия,5,F01/F02/F04,0,11,59.7758405977584,1050000
3953,avto3382,0,730d,седан,серебристый,дизель,2008,4,2009,автоматическая,3.0,245,185000,задний,Левый,Не требует ремонта,3,Дубликат,7 серия,5,F01/F02/F04,0,11,46.07721046077211,1090000
3954,avto3500,0,730d,седан,серый,дизель,2008,4,2009,автоматическая,3.0,245,250000,задний,Левый,Не требует ремонта,2,Оригинал,7 серия,5,F01/F02/F04,0,11,62.266500622665006,1115000
3955,avto3604,0,730d,седан,чёрный,дизель,2008,4,2009,автоматическая,3.0,245,231000,задний,Левый,Не требует ремонта,3,Оригинал,7 серия,5,F01/F02/F04,0,11,57.534246575342465,1150000
3956,avto3679,0,730d,седан,серый,дизель,2008,4,2009,автоматическая,3.0,245,150000,задний,Левый,Не требует ремонта,3,Оригинал,7 серия,5,F01/F02/F04,0,11,37.359900373599004,1180000
3957,avto3916,0,730d,седан,чёрный,дизель,2008,4,2009,автоматическая,3.0,245,224000,задний,Левый,Не требует ремонта,3,Оригинал,7 серия,5,F01/F02/F04,0,11,55.79078455790785,1250000
3958,avto4048,0,730d,седан,золотистый,дизель,2008,4,2009,автоматическая,3.0,245,170000,задний,Левый,Не требует ремонта,2,Оригинал,7 серия,5,F01/F02/F04,0,11,42.3412204234122,1300000
3959,avto2835,0,730Ld,седан,чёрный,дизель,2008,4,2009,автоматическая,3.0,245,215000,задний,Левый,Не требует ремонта,3,Дубликат,7 серия,5,F01/F02/F04,0,11,53.5491905354919,930000
3960,avto3513,0,530d,лифтбек,чёрный,дизель,2009,5,2009,автоматическая,3.0,245,195000,задний,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,0,11,48.567870485678704,1120000
3961,avto5149,0,730d,седан,чёрный,дизель,2008,4,2010,автоматическая,3.0,245,172000,задний,Левый,Не требует ремонта,3,Оригинал,7 серия,5,F01/F02/F04,0,10,47.12328767123287,1900000
3962,avto2995,0,730Ld,седан,чёрный,дизель,2008,4,2010,автоматическая,3.0,245,336000,задний,Левый,Не требует ремонта,1,Оригинал,7 серия,5,F01/F02/F04,0,10,92.05479452054794,970000
3963,avto3851,0,730Ld,седан,белый,дизель,2008,4,2010,автоматическая,3.0,245,119000,задний,Левый,Не требует ремонта,3,Оригинал,7 серия,5,F01/F02/F04,0,10,32.602739726027394,1240000
3964,avto4045,0,730Ld,седан,белый,дизель,2008,4,2010,автоматическая,3.0,245,117000,задний,Левый,Не требует ремонта,2,Оригинал,7 серия,5,F01/F02/F04,0,10,32.054794520547944,1300000
3965,avto3073,0,530d,седан,чёрный,дизель,2010,4,2010,автоматическая,3.0,245,280000,задний,Левый,Не требует ремонта,3,Дубликат,5 серия,6,F10/F11/F07,0,10,76.71232876712328,990000
3966,avto3340,0,530d,седан,серый,дизель,2010,4,2010,автоматическая,3.0,245,178000,задний,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,0,10,48.76712328767123,1060000
3967,avto3733,0,530d,седан,белый,дизель,2010,4,2010,автоматическая,3.0,245,142000,задний,Левый,Не требует ремонта,3,Дубликат,5 серия,6,F10/F11/F07,0,10,38.9041095890411,1200000
3968,avto4026,0,530d,седан,чёрный,дизель,2010,4,2010,автоматическая,3.0,245,231000,задний,Левый,Не требует ремонта,2,Оригинал,5 серия,6,F10/F11/F07,0,10,63.28767123287671,1298000
3969,avto3885,0,30d,внедорожник,чёрный,дизель,2008,5,2010,автоматическая,3.0,245,183000,полный,Левый,Не требует ремонта,3,Оригинал,X6,1,E71,0,10,50.136986301369866,1250000
3970,avto3931,0,30d,внедорожник,синий,дизель,2008,5,2010,автоматическая,3.0,245,159050,полный,Левый,Не требует ремонта,1,Оригинал,X6,1,E71,0,10,43.57534246575342,1250000
3971,avto4038,0,30d,внедорожник,серый,дизель,2008,5,2010,автоматическая,3.0,245,190000,полный,Левый,Не требует ремонта,3,Дубликат,X6,1,E71,0,10,52.054794520547944,1300000
3972,avto4135,0,30d,внедорожник,белый,дизель,2008,5,2010,автоматическая,3.0,245,197000,полный,Левый,Не требует ремонта,2,Оригинал,X6,1,E71,0,10,53.97260273972603,1330000
3973,avto4161,0,30d,внедорожник,чёрный,дизель,2008,5,2010,автоматическая,3.0,245,240000,полный,Левый,Не требует ремонта,2,Оригинал,X6,1,E71,0,10,65.75342465753425,1349000
3974,avto4206,0,30d,внедорожник,чёрный,дизель,2008,5,2010,автоматическая,3.0,245,186500,полный,Левый,Не требует ремонта,3,Оригинал,X6,1,E71,0,10,51.0958904109589,1350000
3975,avto4261,0,30d,внедорожник,белый,дизель,2008,5,2010,автоматическая,3.0,245,142000,полный,Левый,Не требует ремонта,2,Оригинал,X6,1,E71,0,10,38.9041095890411,1380000
3976,avto4314,0,30d,внедорожник,белый,дизель,2008,5,2010,автоматическая,3.0,245,200000,полный,Левый,Не требует ремонта,3,Оригинал,X6,1,E71,0,10,54.794520547945204,1400000
3977,avto4372,0,30d,внедорожник,белый,дизель,2008,5,2010,автоматическая,3.0,245,150000,полный,Левый,Не требует ремонта,3,Оригинал,X6,1,E71,0,10,41.0958904109589,1420000
3978,avto4491,0,30d,внедорожник,белый,дизель,2008,5,2010,автоматическая,3.0,245,231000,полный,Левый,Не требует ремонта,3,Дубликат,X6,1,E71,0,10,63.28767123287671,1490000
3979,avto4834,0,30d,внедорожник,чёрный,дизель,2008,5,2010,автоматическая,3.0,245,195000,полный,Левый,Не требует ремонта,3,Оригинал,X6,1,E71,0,10,53.42465753424658,1680000
3980,avto2908,0,330d,универсал,серебристый,дизель,2008,5,2010,автоматическая,3.0,245,173000,полный,Левый,Не требует ремонта,2,Оригинал,3 серия,5,E90/E91/E92/E93,1,10,47.397260273972606,950000
3981,avto3507,0,30d,внедорожник,чёрный,дизель,2010,5,2010,автоматическая,3.0,245,164000,полный,Левый,Не требует ремонта,3,Дубликат,X5,2,E70,1,10,44.93150684931507,1120000
3982,avto3730,0,30d,внедорожник,серый,дизель,2010,5,2010,автоматическая,3.0,245,220000,полный,Левый,Не требует ремонта,2,Оригинал,X5,2,E70,1,10,60.273972602739725,1200000
3983,avto3826,0,30d,внедорожник,серый,дизель,2010,5,2010,автоматическая,3.0,245,225000,полный,Левый,Не требует ремонта,2,Оригинал,X5,2,E70,1,10,61.64383561643836,1220000
3984,avto3912,0,30d,внедорожник,серый,дизель,2010,5,2010,автоматическая,3.0,245,225000,полный,Левый,Не требует ремонта,3,Дубликат,X5,2,E70,1,10,61.64383561643836,1250000
3985,avto4016,0,30d,внедорожник,серый,дизель,2010,5,2010,автоматическая,3.0,245,215000,полный,Левый,Не требует ремонта,2,Оригинал,X5,2,E70,1,10,58.9041095890411,1290000
3986,avto4122,0,30d,внедорожник,чёрный,дизель,2010,5,2010,автоматическая,3.0,245,210000,полный,Левый,Не требует ремонта,3,Дубликат,X5,2,E70,1,10,57.534246575342465,1320000
3987,avto4220,0,30d,внедорожник,чёрный,дизель,2010,5,2010,автоматическая,3.0,245,400000,полный,Левый,Не требует ремонта,2,Оригинал,X5,2,E70,1,10,109.58904109589041,1350000
3988,avto4358,0,30d,внедорожник,серый,дизель,2010,5,2010,автоматическая,3.0,245,177000,полный,Левый,Не требует ремонта,2,Оригинал,X5,2,E70,1,10,48.49315068493151,1400000
3989,avto4512,0,30d,внедорожник,коричневый,дизель,2010,5,2010,автоматическая,3.0,245,104000,полный,Левый,Не требует ремонта,3,Оригинал,X5,2,E70,1,10,28.493150684931507,1499000
3990,avto4553,0,30d,внедорожник,чёрный,дизель,2010,5,2010,автоматическая,3.0,245,212000,полный,Левый,Не требует ремонта,1,Оригинал,X5,2,E70,1,10,58.082191780821915,1500000
3991,avto4614,0,30d,внедорожник,белый,дизель,2010,5,2010,автоматическая,3.0,245,137000,полный,Левый,Не требует ремонта,2,Оригинал,X5,2,E70,1,10,37.534246575342465,1549000
3992,avto3829,0,530d,лифтбек,чёрный,дизель,2010,5,2010,автоматическая,3.0,245,137000,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,0,10,37.534246575342465,1220000
3993,avto3930,0,530d,лифтбек,пурпурный,дизель,2010,5,2010,автоматическая,3.0,245,183000,задний,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,0,10,50.136986301369866,1250000
3994,avto4051,0,530d,лифтбек,белый,дизель,2010,5,2010,автоматическая,3.0,245,190000,задний,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,0,10,52.054794520547944,1300000
3995,avto4069,0,530d,лифтбек,чёрный,дизель,2010,5,2010,автоматическая,3.0,245,135000,полный,Левый,Не требует ремонта,3,Оригинал,5 серия,6,F10/F11/F07,0,10,36.986301369863014,1300000
3996,avto4205,0,530d,лифтбек,белый,дизель,2010,5,2010,автоматическая,3.0,245,220000,задний,Левый,Не требует ремонта,3,Дубликат,5 серия,6,F10/F11/F07,0,10,60.273972602739725,1350000
3997,avto4489,0,730d,седан,чёрный,дизель,2008,4,2011,автоматическая,3.0,245,130100,задний,Левый,Не требует ремонта,1,Оригинал,7 серия,5,F01/F02/F04,0,9,39.60426179604262,1490000
3998,avto4266,0,730Ld,седан,белый,дизель,2008,4,2011,автоматическая,3.0,245,115000,задний,Левый,Не требует ремонта,2,Дубликат,7 серия,5,F01/F02/F04,0,9,35.007610350076106,1380000
