,test,style,body,color,fuel,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,owners,price
2216,1,20i xDrive,внедорожник,коричневый,бензин,5,2014,автоматическая,2.0,184.0,100800.0,полный,Левый,1.0,0.0
2217,1,520i,универсал,чёрный,бензин,5,2000,автоматическая,2.2,170.0,264000.0,задний,Левый,3.0,0.0
2218,1,30d xDrive,внедорожник,чёрный,дизель,5,2015,автоматическая,3.0,249.0,49500.0,полный,Левый,2.0,0.0
2219,1,25d,внедорожник,чёрный,дизель,5,2015,автоматическая,3.0,218.0,67000.0,полный,Левый,1.0,0.0
2220,1,116i,хэтчбек,синий,бензин,5,2013,автоматическая,1.6,136.0,50749.0,задний,Левый,1.0,0.0
2221,1,30d,внедорожник,чёрный,дизель,5,2017,автоматическая,3.0,249.0,24000.0,полный,Левый,1.0,0.0
2222,1,30d xDrive,внедорожник,серый,дизель,5,2016,автоматическая,3.0,249.0,104536.0,полный,Левый,1.0,0.0
2223,1,535i xDrive,седан,синий,бензин,4,2011,автоматическая,3.0,306.0,187000.0,полный,Левый,3.0,0.0
2224,1,116i,хэтчбек,синий,бензин,5,2013,автоматическая,1.6,136.0,73079.0,задний,Левый,3.0,0.0
2225,1,530d xDrive,лифтбек,чёрный,дизель,5,2013,автоматическая,3.0,258.0,184362.0,полный,Левый,3.0,0.0
2226,1,125i,купе,зелёный,бензин,2,2008,автоматическая,3.0,218.0,130000.0,задний,Левый,3.0,0.0
2227,1,316i,седан,серебристый,бензин,4,2014,автоматическая,1.6,136.0,39000.0,задний,Левый,2.0,0.0
2228,1,28i xDrive,внедорожник,белый,бензин,5,2012,автоматическая,3.0,258.0,65500.0,полный,Левый,1.0,0.0
2229,1,20d,внедорожник,белый,дизель,5,2011,автоматическая,2.0,177.0,75930.0,полный,Левый,2.0,0.0
2230,1,M50d,внедорожник,синий,дизель,5,2012,автоматическая,3.0,381.0,139000.0,полный,Левый,2.0,0.0
2231,1,320i,кабриолет,белый,бензин,2,2008,автоматическая,2.0,156.0,127300.0,задний,Левый,3.0,0.0
2232,1,118i,хэтчбек,синий,бензин,5,2005,автоматическая,2.0,129.0,267500.0,задний,Левый,3.0,0.0
2233,1,30d,внедорожник,серый,дизель,5,2009,автоматическая,3.0,235.0,125000.0,полный,Левый,3.0,0.0
2234,1,320i,седан,красный,бензин,4,2012,автоматическая,2.0,156.0,158000.0,задний,Левый,3.0,0.0
2235,1,25i,внедорожник,чёрный,бензин,5,2008,автоматическая,2.5,218.0,186000.0,полный,Левый,3.0,0.0
2236,1,320i,седан,чёрный,бензин,4,2015,автоматическая,2.0,184.0,127000.0,задний,Левый,1.0,0.0
2237,1,530xi,седан,чёрный,бензин,4,2007,автоматическая,3.0,272.0,204000.0,полный,Левый,3.0,0.0
2238,1,420d xDrive,купе,белый,дизель,2,2019,автоматическая,2.0,190.0,9812.0,полный,Левый,1.0,0.0
2239,1,3.0i,внедорожник,чёрный,бензин,5,2005,автоматическая,3.0,231.0,410000.0,полный,Левый,3.0,0.0
2240,1,528i xDrive,седан,чёрный,бензин,4,2016,автоматическая,2.0,245.0,75365.0,полный,Левый,2.0,0.0
2241,1,520d,седан,белый,дизель,4,2016,автоматическая,2.0,190.0,60000.0,задний,Левый,1.0,0.0
2242,1,335i,седан,чёрный,бензин,4,2013,автоматическая,3.0,306.0,133000.0,задний,Левый,3.0,0.0
2243,1,550i xDrive,седан,белый,бензин,4,2013,автоматическая,4.4,407.0,127000.0,полный,Левый,1.0,0.0
2244,1,30d,внедорожник,чёрный,дизель,5,2004,автоматическая,3.0,204.0,250000.0,полный,Левый,3.0,0.0
2245,1,420d xDrive,купе,синий,дизель,2,2014,автоматическая,2.0,184.0,143149.0,полный,Левый,2.0,0.0
2246,1,30d,внедорожник,чёрный,дизель,5,2015,автоматическая,3.0,249.0,49000.0,полный,Левый,1.0,0.0
2247,1,320d xDrive,лифтбек,синий,дизель,5,2019,автоматическая,2.0,190.0,5400.0,полный,Левый,1.0,0.0
2248,1,116i,хэтчбек,синий,бензин,5,2012,автоматическая,1.6,136.0,160500.0,задний,Левый,3.0,0.0
2249,1,525i,седан,чёрный,бензин,4,2004,автоматическая,2.5,192.0,230000.0,задний,Левый,3.0,0.0
2250,1,530d,седан,чёрный,дизель,4,2010,автоматическая,3.0,245.0,154000.0,задний,Левый,3.0,0.0
2251,1,Competition,седан,красный,бензин,4,2019,автоматическая,4.4,625.0,5.0,полный,Левый,1.0,0.0
2252,1,320i,седан,серебристый,бензин,4,2007,автоматическая,2.0,150.0,210018.0,задний,Левый,3.0,0.0
2253,1,20d,внедорожник,оранжевый,дизель,5,2013,автоматическая,2.0,184.0,92254.0,полный,Левый,2.0,0.0
2254,1,30i,внедорожник,чёрный,бензин,5,2009,автоматическая,3.0,272.0,173665.0,полный,Левый,2.0,0.0
2255,1,118i,хэтчбек,красный,бензин,3,2008,автоматическая,2.0,136.0,198000.0,задний,Левый,3.0,0.0
2256,1,320i xDrive,седан,оранжевый,бензин,4,2018,автоматическая,2.0,184.0,61331.0,полный,Левый,1.0,0.0
2257,1,28i xDrive,внедорожник,бежевый,бензин,5,2013,автоматическая,2.0,245.0,78000.0,полный,Левый,1.0,0.0
2258,1,30d,внедорожник,коричневый,дизель,5,2015,автоматическая,3.0,249.0,75150.0,полный,Левый,1.0,0.0
2260,1,330i xDrive,седан,чёрный,бензин,4,2017,автоматическая,2.0,249.0,38000.0,полный,Левый,2.0,0.0
2261,1,320i xDrive,седан,синий,бензин,4,2015,автоматическая,2.0,184.0,128691.0,полный,Левый,3.0,0.0
2262,1,325xi,седан,чёрный,бензин,4,2011,автоматическая,2.5,218.0,140000.0,полный,Левый,3.0,0.0
2263,1,35i,внедорожник,белый,бензин,5,2014,автоматическая,3.0,306.0,160332.0,полный,Левый,2.0,0.0
2264,1,320i,седан,красный,бензин,4,2013,автоматическая,2.0,184.0,64919.0,задний,Левый,1.0,0.0
2265,1,325i,седан,зелёный,бензин,4,2004,автоматическая,2.5,192.0,180000.0,задний,Левый,3.0,0.0
2266,1,325i,седан,серый,бензин,4,2008,автоматическая,2.5,218.0,210000.0,задний,Левый,3.0,0.0
2267,1,30d,внедорожник,белый,дизель,5,2014,автоматическая,3.0,249.0,102020.0,полный,Левый,2.0,0.0
2268,1,550i,лифтбек,чёрный,бензин,5,2009,автоматическая,4.4,407.0,37000.0,задний,Левый,1.0,0.0
2269,1,M550d xDrive,седан,белый,дизель,4,2013,автоматическая,3.0,381.0,149000.0,полный,Левый,3.0,0.0
2270,1,35i,внедорожник,синий,бензин,5,2014,автоматическая,3.0,306.0,36272.0,полный,Левый,2.0,0.0
2271,1,3.0si,внедорожник,чёрный,бензин,5,2008,автоматическая,3.0,264.0,270000.0,полный,Левый,3.0,0.0
2272,1,750i xDrive,седан,чёрный,бензин,4,2010,автоматическая,4.4,407.0,133950.0,полный,Левый,1.0,0.0
2273,1,35i,внедорожник,белый,бензин,5,2008,автоматическая,3.0,306.0,94000.0,полный,Левый,3.0,0.0
2276,1,20d,внедорожник,белый,дизель,5,2019,автоматическая,2.0,190.0,150.0,полный,Левый,1.0,0.0
2277,1,740d xDrive,седан,чёрный,дизель,4,2013,автоматическая,3.0,313.0,169031.0,полный,Левый,3.0,0.0
2278,1,530d xDrive,седан,серый,дизель,4,2019,автоматическая,3.0,249.0,4500.0,полный,Левый,2.0,0.0
2279,1,116i,хэтчбек,пурпурный,бензин,5,2011,автоматическая,1.6,115.0,76916.0,задний,Левый,3.0,0.0
2280,1,35i,внедорожник,пурпурный,бензин,5,2008,автоматическая,3.0,306.0,190000.0,полный,Левый,2.0,0.0
2281,1,520i,седан,чёрный,бензин,4,2016,автоматическая,2.0,184.0,64000.0,задний,Левый,2.0,0.0
2282,1,520i,седан,белый,бензин,4,2012,автоматическая,2.0,184.0,129559.0,задний,Левый,1.0,0.0
2283,1,50i,внедорожник,чёрный,бензин,5,2011,автоматическая,4.4,407.0,119000.0,полный,Левый,3.0,0.0
2284,1,320d xDrive,лифтбек,чёрный,дизель,5,2018,автоматическая,2.0,190.0,31100.0,полный,Левый,1.0,0.0
2285,1,18i,внедорожник,бежевый,бензин,5,2013,автоматическая,2.0,150.0,119800.0,задний,Левый,2.0,0.0
2286,1,3.0d,внедорожник,чёрный,дизель,5,2007,автоматическая,3.0,235.0,263000.0,полный,Левый,3.0,0.0
2287,1,528i,седан,серебристый,бензин,4,1996,автоматическая,2.8,193.0,351000.0,задний,Левый,3.0,0.0
2288,1,30d,внедорожник,белый,дизель,5,2011,автоматическая,3.0,245.0,135000.0,полный,Левый,1.0,0.0
2289,1,30d,внедорожник,синий,дизель,5,2015,автоматическая,3.0,249.0,19600.0,полный,Левый,1.0,0.0
2290,1,50i,внедорожник,чёрный,бензин,5,2013,автоматическая,4.4,407.0,93000.0,полный,Левый,3.0,0.0
2291,1,20d xDrive,внедорожник,чёрный,дизель,5,2019,автоматическая,2.0,190.0,150.0,полный,Левый,1.0,0.0
2293,1,3.0si,внедорожник,чёрный,бензин,5,2008,автоматическая,3.0,264.0,230000.0,полный,Левый,3.0,0.0
2294,1,116i,хэтчбек,белый,бензин,3,2012,автоматическая,1.6,136.0,154788.0,задний,Левый,2.0,0.0
2295,1,525i,седан,серый,бензин,4,2006,автоматическая,2.5,218.0,146000.0,задний,Левый,2.0,0.0
2297,1,35i,внедорожник,чёрный,бензин,5,2011,автоматическая,3.0,306.0,135000.0,полный,Левый,3.0,0.0
2298,1,28i xDrive,внедорожник,чёрный,бензин,5,2012,автоматическая,3.0,258.0,85700.0,полный,Левый,3.0,0.0
2299,1,520i,седан,чёрный,бензин,4,1991,механическая,2.0,150.0,385250.0,задний,Левый,3.0,0.0
2300,1,750Li xDrive,седан,синий,бензин,4,2010,автоматическая,4.4,407.0,266847.0,полный,Левый,3.0,0.0
2301,1,3.0i,внедорожник,чёрный,бензин,5,2005,автоматическая,3.0,231.0,280000.0,полный,Левый,3.0,0.0
2302,1,530i xDrive,седан,синий,бензин,4,2018,автоматическая,2.0,249.0,39000.0,полный,Левый,1.0,0.0
2303,1,320i xDrive,седан,чёрный,бензин,4,2014,автоматическая,2.0,184.0,133000.0,полный,Левый,1.0,0.0
2304,1,Competition,седан,серый,бензин,4,2019,автоматическая,4.4,625.0,2700.0,полный,Левый,1.0,0.0
2305,1,640d,седан,белый,дизель,4,2013,автоматическая,3.0,313.0,122173.0,задний,Левый,3.0,0.0
2306,1,525i,седан,чёрный,бензин,4,2006,автоматическая,2.5,218.0,192000.0,задний,Левый,3.0,0.0
2307,1,20i,внедорожник,синий,бензин,5,2013,автоматическая,2.0,184.0,42600.0,полный,Левый,1.0,0.0
2309,1,28i xDrive,внедорожник,синий,бензин,5,2013,автоматическая,2.0,245.0,43000.0,полный,Левый,2.0,0.0
2310,1,20d,внедорожник,коричневый,дизель,5,2012,автоматическая,2.0,177.0,116500.0,полный,Левый,3.0,0.0
2311,1,28i,внедорожник,коричневый,бензин,5,2012,автоматическая,2.0,245.0,111000.0,полный,Левый,1.0,0.0
2312,1,630i,купе,серебристый,бензин,2,2008,автоматическая,3.0,272.0,120000.0,задний,Левый,3.0,0.0
2313,1,320i,седан,чёрный,бензин,4,2014,автоматическая,2.0,184.0,110000.0,задний,Левый,3.0,0.0
2314,1,730Ld xDrive,седан,чёрный,дизель,4,2019,автоматическая,3.0,249.0,24.0,полный,Левый,1.0,0.0
2315,1,30i,внедорожник,синий,бензин,5,2010,автоматическая,3.0,272.0,140000.0,полный,Левый,3.0,0.0
2316,1,530i,седан,серебристый,бензин,4,2002,автоматическая,3.0,231.0,270000.0,задний,Левый,3.0,0.0
2317,1,30i,внедорожник,серый,бензин,5,2009,автоматическая,3.0,264.0,151100.0,полный,Левый,2.0,0.0
2318,1,730d,седан,чёрный,дизель,4,2005,автоматическая,3.0,231.0,177000.0,задний,Левый,3.0,0.0
2319,1,28i,внедорожник,белый,бензин,5,2016,автоматическая,2.0,245.0,67093.0,полный,Левый,2.0,0.0
2320,1,Competition,седан,серый,бензин,4,2019,автоматическая,4.4,625.0,1000.0,полный,Левый,1.0,0.0
2321,1,316i,купе,зелёный,бензин,2,1990,механическая,1.6,100.0,230000.0,задний,Левый,3.0,0.0
2322,1,520i,седан,чёрный,бензин,4,2015,автоматическая,2.0,184.0,116000.0,задний,Левый,1.0,0.0
2323,1,335i,купе,белый,бензин,2,2011,роботизированная,3.0,306.0,140000.0,задний,Левый,3.0,0.0
2324,1,20d,внедорожник,чёрный,дизель,5,2015,автоматическая,2.0,190.0,28000.0,полный,Левый,1.0,0.0
2325,1,420i xDrive,купе,синий,бензин,2,2016,автоматическая,2.0,184.0,54000.0,полный,Левый,1.0,0.0
2327,1,520d,седан,серебристый,дизель,4,2016,автоматическая,2.0,190.0,32000.0,задний,Левый,1.0,0.0
2328,1,18i,внедорожник,чёрный,бензин,5,2014,автоматическая,2.0,150.0,70000.0,задний,Левый,1.0,0.0
2329,1,520d,седан,чёрный,дизель,4,2008,автоматическая,2.0,177.0,237000.0,задний,Левый,3.0,0.0
2330,1,318i,седан,белый,бензин,4,2010,автоматическая,2.0,143.0,120000.0,задний,Левый,2.0,0.0
2331,1,750Li xDrive,седан,серебристый,бензин,4,2011,автоматическая,4.4,407.0,123000.0,полный,Левый,3.0,0.0
2332,1,18d xDrive,внедорожник,оранжевый,дизель,5,2018,автоматическая,2.0,150.0,19137.0,полный,Левый,1.0,0.0
2333,1,520i,седан,белый,бензин,4,2012,автоматическая,2.0,184.0,140000.0,задний,Левый,1.0,0.0
2334,1,750i xDrive,седан,чёрный,бензин,4,2017,автоматическая,4.4,450.0,12184.0,полный,Левый,1.0,0.0
2335,1,530d xDrive,седан,бежевый,дизель,4,2011,автоматическая,3.0,258.0,178000.0,полный,Левый,3.0,0.0
2336,1,48i,внедорожник,синий,бензин,5,2007,автоматическая,4.8,355.0,167000.0,полный,Левый,3.0,0.0
2337,1,740d xDrive,седан,синий,дизель,4,2013,автоматическая,3.0,313.0,136000.0,полный,Левый,2.0,0.0
2338,1,320i,седан,белый,бензин,4,2012,автоматическая,2.0,184.0,212000.0,задний,Левый,3.0,0.0
2339,1,30d,внедорожник,коричневый,дизель,5,2012,автоматическая,3.0,245.0,80350.0,полный,Левый,2.0,0.0
2340,1,420i xDrive,купе,синий,бензин,2,2014,автоматическая,2.0,184.0,55928.0,полный,Левый,1.0,0.0
2341,1,320i xDrive,седан,серый,бензин,4,2017,автоматическая,2.0,184.0,43200.0,полный,Левый,3.0,0.0
2342,1,730d,седан,серый,дизель,4,2008,автоматическая,3.0,245.0,177000.0,задний,Левый,2.0,0.0
2343,1,30d,внедорожник,белый,дизель,5,2017,автоматическая,3.0,249.0,37850.0,полный,Левый,1.0,0.0
2344,1,530d xDrive,лифтбек,чёрный,дизель,5,2014,автоматическая,3.0,258.0,84790.0,полный,Левый,1.0,0.0
2345,1,30d,внедорожник,золотистый,дизель,5,2007,автоматическая,3.0,218.0,340000.0,полный,Левый,3.0,0.0
2346,1,525xi,седан,чёрный,бензин,4,2006,автоматическая,2.5,218.0,282252.0,полный,Левый,2.0,0.0
2347,1,20i,внедорожник,коричневый,бензин,5,2013,автоматическая,2.0,184.0,101000.0,полный,Левый,2.0,0.0
2348,1,118i,хэтчбек,коричневый,бензин,3,2008,автоматическая,2.0,136.0,200000.0,задний,Левый,3.0,0.0
2349,1,320i xDrive,седан,красный,бензин,4,2015,автоматическая,2.0,184.0,98423.0,полный,Левый,2.0,0.0
2350,1,18i,внедорожник,красный,бензин,5,2010,автоматическая,2.0,150.0,165000.0,задний,Левый,2.0,0.0
2351,1,520d,седан,чёрный,дизель,4,2011,автоматическая,2.0,184.0,210000.0,задний,Левый,3.0,0.0
2352,1,30d,внедорожник,белый,дизель,5,2012,автоматическая,3.0,245.0,92190.0,полный,Левый,1.0,0.0
2353,1,520d xDrive,седан,белый,дизель,4,2017,автоматическая,2.0,190.0,23000.0,полный,Левый,1.0,0.0
2354,1,116i,хэтчбек,красный,бензин,5,2010,автоматическая,1.6,115.0,150000.0,задний,Левый,1.0,0.0
2355,1,28i xDrive,внедорожник,синий,бензин,5,2014,автоматическая,2.0,245.0,60000.0,полный,Левый,1.0,0.0
2356,1,420d,купе,чёрный,дизель,2,2013,автоматическая,2.0,184.0,122000.0,задний,Левый,1.0,0.0
2357,1,320i xDrive,седан,оранжевый,бензин,4,2017,автоматическая,2.0,184.0,49000.0,полный,Левый,2.0,0.0
2358,1,35i,родстер,чёрный,бензин,2,2009,роботизированная,3.0,306.0,66000.0,задний,Левый,3.0,0.0
2359,1,35i,внедорожник,чёрный,бензин,5,2010,автоматическая,3.0,306.0,107000.0,полный,Левый,2.0,0.0
2360,1,528i xDrive,седан,чёрный,бензин,4,2016,автоматическая,2.0,245.0,102000.0,полный,Левый,2.0,0.0
2361,1,ActiveHybrid,внедорожник,чёрный,гибрид,5,2010,автоматическая,4.4,407.0,73000.0,полный,Левый,3.0,0.0
2362,1,530d xDrive,седан,серый,дизель,4,2011,автоматическая,3.0,258.0,93000.0,полный,Левый,1.0,0.0
2363,1,35i,внедорожник,синий,бензин,5,2010,автоматическая,3.0,306.0,139000.0,полный,Левый,3.0,0.0
2364,1,20d xDrive,внедорожник,чёрный,дизель,5,2013,автоматическая,2.0,184.0,93973.0,полный,Левый,1.0,0.0
2365,1,35i,внедорожник,белый,бензин,5,2011,автоматическая,3.0,306.0,155480.0,полный,Левый,3.0,0.0
2366,1,20d xDrive,внедорожник,серый,дизель,5,2015,автоматическая,2.0,190.0,77300.0,полный,Левый,1.0,0.0
2367,1,48i,внедорожник,серый,бензин,5,2008,автоматическая,4.8,355.0,268000.0,полный,Левый,3.0,0.0
2368,1,530d xDrive,седан,чёрный,дизель,4,2017,автоматическая,3.0,249.0,83000.0,полный,Левый,1.0,0.0
2370,1,320i,седан,серый,бензин,4,1989,автоматическая,2.0,129.0,180000.0,задний,Левый,3.0,0.0
2371,1,740d xDrive,седан,чёрный,дизель,4,2013,автоматическая,3.0,313.0,48343.0,полный,Левый,3.0,0.0
2372,1,523i,седан,серебристый,бензин,4,2011,автоматическая,2.5,204.0,153000.0,задний,Левый,3.0,0.0
2373,1,528i xDrive,седан,белый,бензин,4,2016,автоматическая,2.0,245.0,65000.0,полный,Левый,3.0,0.0
2374,1,320i xDrive,седан,оранжевый,бензин,4,2017,автоматическая,2.0,184.0,45100.0,полный,Левый,1.0,0.0
2375,1,3.0si,внедорожник,синий,бензин,5,2008,автоматическая,3.0,272.0,182000.0,полный,Левый,2.0,0.0
2376,1,730Ld xDrive,седан,чёрный,дизель,4,2018,автоматическая,3.0,249.0,47000.0,полный,Левый,2.0,0.0
2377,1,520i,седан,серебристый,бензин,4,2009,автоматическая,2.0,156.0,219321.0,задний,Левый,3.0,0.0
2378,1,528i xDrive,седан,белый,бензин,4,2016,автоматическая,2.0,245.0,73000.0,полный,Левый,2.0,0.0
2379,1,730Ld xDrive,седан,чёрный,дизель,4,2018,автоматическая,3.0,249.0,19681.0,полный,Левый,1.0,0.0
2380,1,535i xDrive,лифтбек,синий,бензин,5,2012,автоматическая,3.0,306.0,114000.0,полный,Левый,2.0,0.0
2381,1,520d,седан,белый,дизель,4,2018,автоматическая,2.0,190.0,68314.0,задний,Левый,1.0,0.0
2382,1,3.0d,внедорожник,чёрный,дизель,5,2006,автоматическая,3.0,218.0,256000.0,полный,Левый,3.0,0.0
2383,1,523i,седан,серый,бензин,4,2011,автоматическая,2.5,204.0,117001.0,задний,Левый,1.0,0.0
2384,1,330xi,седан,серебристый,бензин,4,2002,автоматическая,3.0,231.0,215000.0,полный,Левый,3.0,0.0
2385,1,320i,седан,синий,бензин,4,2001,механическая,2.2,170.0,232000.0,задний,Левый,3.0,0.0
2386,1,523i,седан,золотистый,бензин,4,2011,автоматическая,2.5,204.0,150000.0,задний,Левый,3.0,0.0
2387,1,30d,внедорожник,серый,дизель,5,2016,автоматическая,3.0,249.0,29021.0,полный,Левый,2.0,0.0
2388,1,325i,купе,синий,бензин,2,2008,автоматическая,2.5,218.0,230000.0,задний,Левый,1.0,0.0
2389,1,520i,седан,белый,бензин,4,2018,автоматическая,2.0,184.0,10500.0,задний,Левый,1.0,0.0
2390,1,530i xDrive,седан,белый,бензин,4,2017,автоматическая,2.0,249.0,11800.0,полный,Левый,1.0,0.0
2391,1,30i,внедорожник,серый,бензин,5,2007,автоматическая,3.0,272.0,132967.0,полный,Левый,3.0,0.0
2392,1,520i,седан,серый,бензин,4,2011,автоматическая,2.0,184.0,111000.0,задний,Левый,3.0,0.0
2393,1,530xi,седан,синий,бензин,4,2007,автоматическая,3.0,272.0,267700.0,полный,Левый,2.0,0.0
2394,1,316i,седан,чёрный,бензин,4,2014,автоматическая,1.6,136.0,96032.0,задний,Левый,3.0,0.0
2395,1,18i,внедорожник,синий,бензин,5,2011,автоматическая,2.0,150.0,100000.0,задний,Левый,1.0,0.0
2396,1,20d,внедорожник,чёрный,дизель,5,2018,автоматическая,2.0,190.0,24363.0,полный,Левый,1.0,0.0
2397,1,48i,внедорожник,серебристый,бензин,5,2007,автоматическая,4.8,355.0,220000.0,полный,Левый,2.0,0.0
2398,1,320d xDrive,седан,чёрный,дизель,4,2014,автоматическая,2.0,184.0,106700.0,полный,Левый,3.0,0.0
2399,1,35i,внедорожник,красный,бензин,5,2016,автоматическая,3.0,306.0,63000.0,полный,Левый,1.0,0.0
2400,1,116i,хэтчбек,белый,бензин,3,2010,автоматическая,1.6,115.0,90200.0,задний,Левый,3.0,0.0
2401,1,116i,хэтчбек,чёрный,бензин,5,2008,автоматическая,1.6,115.0,115000.0,задний,Левый,2.0,0.0
2402,1,20d xDrive,внедорожник,голубой,дизель,5,2014,автоматическая,2.0,184.0,98700.0,полный,Левый,3.0,0.0
2403,1,316i,седан,синий,бензин,4,2014,автоматическая,1.6,136.0,106500.0,задний,Левый,2.0,0.0
2404,1,35i,внедорожник,чёрный,бензин,5,2010,автоматическая,3.0,306.0,162800.0,полный,Левый,3.0,0.0
2405,1,18i,внедорожник,коричневый,бензин,5,2017,роботизированная,1.5,140.0,50700.0,передний,Левый,1.0,0.0
2406,1,20i,внедорожник,белый,бензин,5,2013,автоматическая,2.0,184.0,19000.0,полный,Левый,1.0,0.0
2407,1,320d xDrive,седан,белый,дизель,4,2018,автоматическая,2.0,190.0,6324.0,полный,Левый,1.0,0.0
2408,1,20d,внедорожник,белый,дизель,5,2013,автоматическая,2.0,184.0,82124.0,полный,Левый,1.0,0.0
2409,1,4.6is,внедорожник,чёрный,бензин,5,2002,автоматическая,4.6,347.0,280000.0,полный,Левый,3.0,0.0
2410,1,35i xDrive,внедорожник,коричневый,бензин,5,2012,автоматическая,3.0,306.0,97520.0,полный,Левый,2.0,0.0
2411,1,30d,внедорожник,чёрный,дизель,5,2009,автоматическая,3.0,235.0,165000.0,полный,Левый,1.0,0.0
2412,1,750Li xDrive,седан,серый,бензин,4,2010,автоматическая,4.4,407.0,140000.0,полный,Левый,3.0,0.0
2413,1,20i xDrive,внедорожник,серебристый,бензин,5,2018,автоматическая,2.0,184.0,11644.0,полный,Левый,1.0,0.0
2414,1,20d,внедорожник,синий,дизель,5,2012,автоматическая,2.0,177.0,70138.0,полный,Левый,1.0,0.0
2415,1,730Ld xDrive,седан,чёрный,дизель,4,2017,автоматическая,3.0,249.0,61000.0,полный,Левый,1.0,0.0
2416,1,320i,седан,синий,бензин,4,2011,автоматическая,2.0,156.0,81566.0,задний,Левый,2.0,0.0
2417,1,40i,внедорожник,чёрный,бензин,5,2019,автоматическая,3.0,340.0,3600.0,полный,Левый,1.0,0.0
2418,1,640d xDrive,купе,чёрный,дизель,2,2016,автоматическая,3.0,313.0,4800.0,полный,Левый,1.0,0.0
2419,1,20d,внедорожник,бежевый,дизель,5,2007,автоматическая,2.0,177.0,174000.0,полный,Левый,2.0,0.0
2420,1,3.0i,внедорожник,серый,бензин,5,2005,автоматическая,3.0,231.0,210000.0,полный,Левый,3.0,0.0
2421,1,20d xDrive,внедорожник,красный,дизель,5,2013,автоматическая,2.0,184.0,106914.0,полный,Левый,2.0,0.0
2422,1,320i xDrive,седан,синий,бензин,4,2019,автоматическая,2.0,184.0,10.0,полный,Левый,1.0,0.0
2423,1,30i,внедорожник,чёрный,бензин,5,2005,автоматическая,3.0,231.0,369509.0,полный,Левый,1.0,0.0
2424,1,20d xDrive,внедорожник,коричневый,дизель,5,2011,автоматическая,2.0,184.0,138000.0,полный,Левый,1.0,0.0
2425,1,35i,внедорожник,белый,бензин,5,2012,автоматическая,3.0,306.0,166000.0,полный,Левый,3.0,0.0
2426,1,316i,седан,красный,бензин,4,2013,автоматическая,1.6,136.0,91000.0,задний,Левый,2.0,0.0
2427,1,20d,внедорожник,синий,дизель,5,2011,автоматическая,2.0,177.0,193000.0,полный,Левый,2.0,0.0
2428,1,18i,внедорожник,синий,бензин,5,2011,автоматическая,2.0,150.0,105000.0,задний,Левый,2.0,0.0
2429,1,325i,седан,чёрный,бензин,4,2008,автоматическая,2.5,218.0,248000.0,задний,Левый,3.0,0.0
2430,1,18i,внедорожник,коричневый,бензин,5,2011,автоматическая,2.0,150.0,87400.0,задний,Левый,2.0,0.0
2431,1,20i xDrive,внедорожник,красный,бензин,5,2012,автоматическая,2.0,184.0,159208.0,полный,Левый,3.0,0.0
2432,1,320i,лифтбек,белый,бензин,5,2013,автоматическая,2.0,184.0,80300.0,задний,Левый,1.0,0.0
2433,1,530i,седан,серебристый,бензин,4,2004,автоматическая,3.0,231.0,211000.0,задний,Левый,3.0,0.0
2434,1,30d,внедорожник,белый,дизель,5,2016,автоматическая,3.0,249.0,65757.0,полный,Левый,2.0,0.0
2435,1,25i,внедорожник,чёрный,бензин,5,2007,автоматическая,2.5,218.0,141083.0,полный,Левый,2.0,0.0
2436,1,530d xDrive,седан,синий,дизель,4,2015,автоматическая,3.0,258.0,43000.0,полный,Левый,1.0,0.0
2437,1,750Li xDrive,седан,чёрный,бензин,4,2012,автоматическая,4.4,450.0,118294.0,полный,Левый,2.0,0.0
2438,1,35i,внедорожник,серый,бензин,5,2013,автоматическая,3.0,306.0,102000.0,полный,Левый,3.0,0.0
2439,1,4.8i,внедорожник,серый,бензин,5,2008,автоматическая,4.8,355.0,181274.0,полный,Левый,3.0,0.0
2440,1,30d xDrive,внедорожник,серебристый,дизель,5,2013,автоматическая,3.0,249.0,137000.0,полный,Левый,1.0,0.0
2441,1,35i,внедорожник,серый,бензин,5,2011,автоматическая,3.0,306.0,138727.0,полный,Левый,3.0,0.0
2442,1,520i,седан,чёрный,бензин,4,2001,механическая,2.2,170.0,306000.0,задний,Левый,3.0,0.0
2443,1,4.8i,внедорожник,белый,бензин,5,2009,автоматическая,4.8,355.0,155000.0,полный,Левый,3.0,0.0
2444,1,525i,седан,серый,бензин,4,2003,автоматическая,2.5,192.0,462800.0,задний,Левый,3.0,0.0
2445,1,35i,внедорожник,серый,бензин,5,2008,автоматическая,3.0,306.0,146350.0,полный,Левый,3.0,0.0
2446,1,530i xDrive,седан,белый,бензин,4,2019,автоматическая,2.0,249.0,2746.0,полный,Левый,1.0,0.0
2447,1,20d xDrive,внедорожник,белый,дизель,5,2019,автоматическая,2.0,190.0,1447.0,полный,Левый,1.0,0.0
2448,1,3.0si,внедорожник,чёрный,бензин,5,2006,автоматическая,3.0,272.0,165755.0,полный,Левый,3.0,0.0
2449,1,750i xDrive,седан,чёрный,бензин,4,2013,автоматическая,4.4,450.0,140800.0,полный,Левый,3.0,0.0
2450,1,20d xDrive,внедорожник,чёрный,дизель,5,2011,автоматическая,2.0,184.0,121220.0,полный,Левый,3.0,0.0
2451,1,30i,внедорожник,чёрный,бензин,5,2005,автоматическая,3.0,231.0,280000.0,полный,Левый,2.0,0.0
